receipt_reference,line_number,purchase_order_number,purchase_order_line_number,warehouse_code,receipt_date,quantity_received,quantity_rejected
GRN-2024-00954,1,PO-2024-00408,1,DAV,2024-05-22,42,1
GRN-2024-00955,1,PO-2024-00222,2,DAV,2024-05-23,193,5
GRN-2024-00956,1,PO-2024-00222,3,DAV,2024-05-23,24,0
GRN-2024-00957,1,PO-2024-00245,4,DAV,2024-05-23,84,0
GRN-2024-00958,1,PO-2024-00385,2,WAR,2024-05-23,100,0
GRN-2024-00959,1,PO-2024-00390,1,DAV,2024-05-23,5,0
GRN-2024-00960,1,PO-2024-00390,2,DAV,2024-05-23,21,0
GRN-2024-00961,1,PO-2024-00390,3,DAV,2024-05-23,3,0
GRN-2024-00962,1,PO-2024-00390,4,DAV,2024-05-23,26,0
GRN-2024-00963,1,PO-2024-00308,2,WAR,2024-05-24,50,4
GRN-2024-00964,1,PO-2024-00353,1,DAV,2024-05-24,10,0
GRN-2024-00965,1,PO-2024-00379,1,DAV,2024-05-24,153,1
GRN-2024-00966,1,PO-2024-00399,1,DAV,2024-05-24,24,0
GRN-2024-00967,1,PO-2024-00236,2,WAR,2024-05-28,65,1
GRN-2024-00968,1,PO-2024-00362,3,WAR,2024-05-28,19,0
GRN-2024-00969,1,PO-2024-00399,2,DAV,2024-05-28,3,0
GRN-2024-00970,1,PO-2024-00399,3,DAV,2024-05-28,52,1
GRN-2024-00971,1,PO-2024-00399,4,DAV,2024-05-28,246,2
GRN-2024-00972,1,PO-2024-00400,1,LIV,2024-05-28,175,0
GRN-2024-00973,1,PO-2024-00400,4,LIV,2024-05-28,67,0
GRN-2024-00974,1,PO-2024-00403,1,DAV,2024-05-28,17,0
GRN-2024-00975,1,PO-2024-00228,2,DAV,2024-05-29,136,2
GRN-2024-00976,1,PO-2024-00282,1,DAV,2024-05-29,11,0
GRN-2024-00977,1,PO-2024-00365,1,LIV,2024-05-29,54,1
GRN-2024-00978,1,PO-2024-00377,1,DAV,2024-05-29,6,1
GRN-2024-00979,1,PO-2024-00390,3,DAV,2024-05-29,3,0
GRN-2024-00980,1,PO-2024-00402,1,DAV,2024-05-29,15,0
GRN-2024-00981,1,PO-2024-00403,3,DAV,2024-05-29,54,0
GRN-2024-00982,1,PO-2024-00403,4,DAV,2024-05-29,6,0
GRN-2024-00983,1,PO-2024-00409,2,DAV,2024-05-29,4,0
GRN-2024-00984,1,PO-2024-00417,1,DAV,2024-05-29,6,0
GRN-2024-00985,1,PO-2024-00236,1,WAR,2024-05-30,246,5
GRN-2024-00986,1,PO-2024-00405,1,WAR,2024-05-30,155,1
GRN-2024-00987,1,PO-2024-00406,1,DAV,2024-05-30,19,0
GRN-2024-00988,1,PO-2024-00407,1,DAV,2024-05-30,3,0
GRN-2024-00989,1,PO-2024-00407,2,DAV,2024-05-30,207,1
GRN-2024-00990,1,PO-2024-00407,3,DAV,2024-05-30,26,0
GRN-2024-00991,1,PO-2024-00407,4,DAV,2024-05-30,54,0
GRN-2024-00992,1,PO-2024-00410,1,DAV,2024-05-30,29,0
GRN-2024-00993,1,PO-2024-00410,2,DAV,2024-05-30,36,0
GRN-2024-00994,1,PO-2024-00410,3,DAV,2024-05-30,5,0
GRN-2024-00995,1,PO-2024-00379,4,DAV,2024-05-31,9,0
GRN-2024-00996,1,PO-2024-00403,2,DAV,2024-05-31,8,0
GRN-2024-00997,1,PO-2024-00412,1,WAR,2024-05-31,1661,3
GRN-2024-00998,1,PO-2024-00412,2,WAR,2024-05-31,130,0
GRN-2024-00999,1,PO-2024-00412,3,WAR,2024-05-31,123,2
GRN-2024-01000,1,PO-2024-00233,1,LIV,2024-06-03,38,4
GRN-2024-01001,1,PO-2024-00233,2,LIV,2024-06-03,112,0
GRN-2024-01002,1,PO-2024-00236,3,WAR,2024-06-03,149,5
GRN-2024-01003,1,PO-2024-00257,1,DAV,2024-06-03,64,2
GRN-2024-01004,1,PO-2024-00373,1,WAR,2024-06-03,15,0
GRN-2024-01005,1,PO-2024-00391,1,DAV,2024-06-03,4,0
GRN-2024-01006,1,PO-2024-00400,2,LIV,2024-06-03,98,0
GRN-2024-01007,1,PO-2024-00400,3,LIV,2024-06-03,240,0
GRN-2024-01008,1,PO-2024-00413,1,DAV,2024-06-03,3,0
GRN-2024-01009,1,PO-2024-00414,1,DAV,2024-06-03,465,0
GRN-2024-01010,1,PO-2024-00414,2,DAV,2024-06-03,6,0
GRN-2024-01011,1,PO-2024-00414,3,DAV,2024-06-03,15,0
GRN-2024-01012,1,PO-2024-00417,2,DAV,2024-06-03,5,0
GRN-2024-01013,1,PO-2024-00417,3,DAV,2024-06-03,36,0
GRN-2024-01014,1,PO-2024-00417,4,DAV,2024-06-03,6,0
GRN-2024-01015,1,PO-2024-00418,1,DAV,2024-06-03,80,1
GRN-2024-01016,1,PO-2024-00245,1,DAV,2024-06-04,77,1
GRN-2024-01017,1,PO-2024-00245,2,DAV,2024-06-04,89,1
GRN-2024-01018,1,PO-2024-00245,3,DAV,2024-06-04,48,0
GRN-2024-01019,1,PO-2024-00248,2,LIV,2024-06-04,1838,38
GRN-2024-01020,1,PO-2024-00392,1,WAR,2024-06-04,29,1
GRN-2024-01021,1,PO-2024-00420,1,DAV,2024-06-04,71,0
GRN-2024-01022,1,PO-2024-00420,3,DAV,2024-06-04,11,0
GRN-2024-01023,1,PO-2024-00421,1,WAR,2024-06-04,18,0
GRN-2024-01024,1,PO-2024-00423,2,DAV,2024-06-04,152,0
GRN-2024-01025,1,PO-2024-00259,2,WAR,2024-06-05,255,3
GRN-2024-01026,1,PO-2024-00268,2,WAR,2024-06-05,142,2
GRN-2024-01027,1,PO-2024-00391,2,DAV,2024-06-05,41,0
GRN-2024-01028,1,PO-2024-00423,1,DAV,2024-06-05,36,0
GRN-2024-01029,1,PO-2024-00257,3,DAV,2024-06-06,842,16
GRN-2024-01030,1,PO-2024-00257,4,DAV,2024-06-06,16,0
GRN-2024-01031,1,PO-2024-00259,1,WAR,2024-06-06,299,9
GRN-2024-01032,1,PO-2024-00393,1,DAV,2024-06-06,6,1
GRN-2024-01033,1,PO-2024-00393,2,DAV,2024-06-06,68,0
GRN-2024-01034,1,PO-2024-00393,3,DAV,2024-06-06,45,1
GRN-2024-01035,1,PO-2024-00394,1,WAR,2024-06-06,14,0
GRN-2024-01036,1,PO-2024-00395,1,WAR,2024-06-06,103,1
GRN-2024-01037,1,PO-2024-00396,1,WAR,2024-06-06,4,0
GRN-2024-01038,1,PO-2024-00426,1,DAV,2024-06-06,8,0
GRN-2024-01039,1,PO-2024-00426,2,DAV,2024-06-06,37,0
GRN-2024-01040,1,PO-2024-00426,3,DAV,2024-06-06,24,0
GRN-2024-01041,1,PO-2024-00426,4,DAV,2024-06-06,24,0
GRN-2024-01042,1,PO-2024-00427,1,DAV,2024-06-06,24,0
GRN-2024-01043,1,PO-2024-00236,1,WAR,2024-06-07,121,0
GRN-2024-01044,1,PO-2024-00398,1,DAV,2024-06-07,15,0
GRN-2024-01045,1,PO-2024-00420,2,DAV,2024-06-07,52,0
GRN-2024-01046,1,PO-2024-00431,1,WAR,2024-06-07,42,0
GRN-2024-01047,1,PO-2024-00431,2,WAR,2024-06-07,168,0
GRN-2024-01048,1,PO-2024-00431,3,WAR,2024-06-07,63,0
GRN-2024-01049,1,PO-2024-00432,1,WAR,2024-06-07,156,0
GRN-2024-01050,1,PO-2024-00257,2,DAV,2024-06-10,9,0
GRN-2024-01051,1,PO-2024-00401,1,DAV,2024-06-10,4,0
GRN-2024-01052,1,PO-2024-00416,1,DAV,2024-06-10,7,0
GRN-2024-01053,1,PO-2024-00434,1,DAV,2024-06-10,504,0
GRN-2024-01054,1,PO-2024-00434,2,DAV,2024-06-10,7,0
GRN-2024-01055,1,PO-2024-00435,1,DAV,2024-06-10,6,0
GRN-2024-01056,1,PO-2024-00437,1,WAR,2024-06-10,403,2
GRN-2024-01057,1,PO-2024-00437,2,WAR,2024-06-10,36,0
GRN-2024-01058,1,PO-2024-00437,3,WAR,2024-06-10,15,0
GRN-2024-01059,1,PO-2024-00439,1,WAR,2024-06-10,58,1
GRN-2024-01060,1,PO-2024-00191,2,WAR,2024-06-11,369,9
GRN-2024-01061,1,PO-2024-00267,1,WAR,2024-06-11,111,1
GRN-2024-01062,1,PO-2024-00268,1,WAR,2024-06-11,92,4
GRN-2024-01063,1,PO-2024-00268,3,WAR,2024-06-11,112,2
GRN-2024-01064,1,PO-2024-00409,1,DAV,2024-06-11,24,0
GRN-2024-01065,1,PO-2024-00409,3,DAV,2024-06-11,8,0
GRN-2024-01066,1,PO-2024-00440,1,DAV,2024-06-11,47,0
GRN-2024-01067,1,PO-2024-00440,2,DAV,2024-06-11,5,0
GRN-2024-01068,1,PO-2024-00442,1,WAR,2024-06-11,45,0
GRN-2024-01069,1,PO-2024-00360,2,DAV,2024-06-12,15,0
GRN-2024-01070,1,PO-2024-00390,4,DAV,2024-06-12,10,0
GRN-2024-01071,1,PO-2024-00401,2,DAV,2024-06-12,4,0
GRN-2024-01072,1,PO-2024-00405,2,WAR,2024-06-12,682,7
GRN-2024-01073,1,PO-2024-00444,1,DAV,2024-06-12,54,0
GRN-2024-01074,1,PO-2024-00444,2,DAV,2024-06-12,198,2
GRN-2024-01075,1,PO-2024-00444,3,DAV,2024-06-12,6,0
GRN-2024-01076,1,PO-2024-00448,1,WAR,2024-06-12,16,0
GRN-2024-01077,1,PO-2024-00448,2,WAR,2024-06-12,192,0
GRN-2024-01078,1,PO-2024-00248,1,LIV,2024-06-13,235,3
GRN-2024-01079,1,PO-2024-00288,2,WAR,2024-06-13,198,0
GRN-2024-01080,1,PO-2024-00297,3,DAV,2024-06-13,189,7
GRN-2024-01081,1,PO-2024-00429,2,DAV,2024-06-13,46,0
GRN-2024-01082,1,PO-2024-00430,1,DAV,2024-06-13,6,0
GRN-2024-01083,1,PO-2024-00450,1,DAV,2024-06-13,50,0
GRN-2024-01084,1,PO-2024-00450,2,DAV,2024-06-13,25,0
GRN-2024-01085,1,PO-2024-00450,3,DAV,2024-06-13,71,0
GRN-2024-01086,1,PO-2024-00450,4,DAV,2024-06-13,54,0
GRN-2024-01087,1,PO-2024-00379,1,DAV,2024-06-14,54,2
GRN-2024-01088,1,PO-2024-00449,3,DAV,2024-06-14,26,0
GRN-2024-01089,1,PO-2024-00454,1,WAR,2024-06-14,54,0
GRN-2024-01090,1,PO-2024-00461,2,DAV,2024-06-14,15,0
GRN-2024-01091,1,PO-2024-00228,1,DAV,2024-06-17,767,24
GRN-2024-01092,1,PO-2024-00409,2,DAV,2024-06-17,2,0
GRN-2024-01093,1,PO-2024-00424,1,WAR,2024-06-17,22,0
GRN-2024-01094,1,PO-2024-00455,1,DAV,2024-06-17,53,1
GRN-2024-01095,1,PO-2024-00455,3,DAV,2024-06-17,5,0
GRN-2024-01096,1,PO-2024-00455,4,DAV,2024-06-17,8,0
GRN-2024-01097,1,PO-2024-00456,1,DAV,2024-06-17,144,1
GRN-2024-01098,1,PO-2024-00456,2,DAV,2024-06-17,18,1
GRN-2024-01099,1,PO-2024-00456,3,DAV,2024-06-17,140,0
GRN-2024-01100,1,PO-2024-00457,1,LIV,2024-06-17,32,0
GRN-2024-01101,1,PO-2024-00457,2,LIV,2024-06-17,62,0
GRN-2024-01102,1,PO-2024-00457,3,LIV,2024-06-17,27,0
GRN-2024-01103,1,PO-2024-00457,4,LIV,2024-06-17,26,0
GRN-2024-01104,1,PO-2024-00284,1,WAR,2024-06-18,24,0
GRN-2024-01105,1,PO-2024-00284,2,WAR,2024-06-18,974,16
GRN-2024-01106,1,PO-2024-00284,3,WAR,2024-06-18,73,4
GRN-2024-01107,1,PO-2024-00392,1,WAR,2024-06-18,8,0
GRN-2024-01108,1,PO-2024-00419,1,DAV,2024-06-18,42,0
GRN-2024-01109,1,PO-2024-00450,1,DAV,2024-06-18,30,0
GRN-2024-01110,1,PO-2024-00458,1,DAV,2024-06-18,443,2
GRN-2024-01111,1,PO-2024-00459,1,DAV,2024-06-18,15,0
GRN-2024-01112,1,PO-2024-00460,1,DAV,2024-06-18,18,0
GRN-2024-01113,1,PO-2024-00460,2,DAV,2024-06-18,118,1
GRN-2024-01114,1,PO-2024-00461,1,DAV,2024-06-18,6,0
GRN-2024-01115,1,PO-2024-00461,3,DAV,2024-06-18,6,0
GRN-2024-01116,1,PO-2024-00461,4,DAV,2024-06-18,11,0
GRN-2024-01117,1,PO-2024-00288,1,WAR,2024-06-19,615,15
GRN-2024-01118,1,PO-2024-00408,2,DAV,2024-06-19,18,0
GRN-2024-01119,1,PO-2024-00413,1,DAV,2024-06-19,1,0
GRN-2024-01120,1,PO-2024-00429,1,DAV,2024-06-19,111,1
GRN-2024-01121,1,PO-2024-00443,1,WAR,2024-06-19,40,1
GRN-2024-01122,1,PO-2024-00446,3,DAV,2024-06-19,3,0
GRN-2024-01123,1,PO-2024-00462,1,WAR,2024-06-19,25,0
GRN-2024-01124,1,PO-2024-00462,2,WAR,2024-06-19,18,0
GRN-2024-01125,1,PO-2024-00479,1,DAV,2024-06-19,15,0
GRN-2024-01126,1,PO-2024-00455,2,DAV,2024-06-20,4,0
GRN-2024-01127,1,PO-2024-00464,1,WAR,2024-06-20,69,0
GRN-2024-01128,1,PO-2024-00466,2,WAR,2024-06-20,29,0
GRN-2024-01129,1,PO-2024-00466,3,WAR,2024-06-20,16,0
GRN-2024-01130,1,PO-2024-00467,1,LIV,2024-06-20,569,1
GRN-2024-01131,1,PO-2024-00441,1,WAR,2024-06-21,5,1
GRN-2024-01132,1,PO-2024-00445,4,DAV,2024-06-21,8,0
GRN-2024-01133,1,PO-2024-00449,2,DAV,2024-06-21,110,2
GRN-2024-01134,1,PO-2024-00451,2,DAV,2024-06-21,5,0
GRN-2024-01135,1,PO-2024-00468,1,DAV,2024-06-21,162,0
GRN-2024-01136,1,PO-2024-00469,1,WAR,2024-06-21,424,1
GRN-2024-01137,1,PO-2024-00469,2,WAR,2024-06-21,59,0
GRN-2024-01138,1,PO-2024-00469,3,WAR,2024-06-21,152,0
GRN-2024-01139,1,PO-2024-00469,4,WAR,2024-06-21,46,0
GRN-2024-01140,1,PO-2024-00472,1,DAV,2024-06-21,7,0
GRN-2024-01141,1,PO-2024-00476,1,WAR,2024-06-21,450,0
GRN-2024-01142,1,PO-2024-00222,1,DAV,2024-06-24,618,12
GRN-2024-01143,1,PO-2024-00297,1,DAV,2024-06-24,35,1
GRN-2024-01144,1,PO-2024-00297,2,DAV,2024-06-24,52,3
GRN-2024-01145,1,PO-2024-00297,4,DAV,2024-06-24,11,0
GRN-2024-01146,1,PO-2024-00393,1,DAV,2024-06-24,2,0
GRN-2024-01147,1,PO-2024-00408,2,DAV,2024-06-24,6,0
GRN-2024-01148,1,PO-2024-00408,3,DAV,2024-06-24,21,0
GRN-2024-01149,1,PO-2024-00445,2,DAV,2024-06-24,210,0
GRN-2024-01150,1,PO-2024-00445,3,DAV,2024-06-24,26,0
GRN-2024-01151,1,PO-2024-00446,1,DAV,2024-06-24,12,0
GRN-2024-01152,1,PO-2024-00446,2,DAV,2024-06-24,25,0
GRN-2024-01153,1,PO-2024-00466,1,WAR,2024-06-24,36,0
GRN-2024-01154,1,PO-2024-00472,2,DAV,2024-06-24,168,0
GRN-2024-01155,1,PO-2024-00472,3,DAV,2024-06-24,24,0
GRN-2024-01156,1,PO-2024-00449,1,DAV,2024-06-25,8,0
GRN-2024-01157,1,PO-2024-00449,4,DAV,2024-06-25,24,0
GRN-2024-01158,1,PO-2024-00460,2,DAV,2024-06-25,61,0
GRN-2024-01159,1,PO-2024-00475,1,DAV,2024-06-25,930,0
GRN-2024-01160,1,PO-2024-00475,2,DAV,2024-06-25,6,0
GRN-2024-01161,1,PO-2024-00475,3,DAV,2024-06-25,18,0
GRN-2024-01162,1,PO-2024-00475,4,DAV,2024-06-25,3,0
GRN-2024-01163,1,PO-2024-00476,2,WAR,2024-06-25,599,1
GRN-2024-01164,1,PO-2024-00310,1,LIV,2024-06-26,257,7
GRN-2024-01165,1,PO-2024-00310,2,LIV,2024-06-26,134,4
GRN-2024-01166,1,PO-2024-00310,3,LIV,2024-06-26,146,1
GRN-2024-01167,1,PO-2024-00373,1,WAR,2024-06-26,5,0
GRN-2024-01168,1,PO-2024-00401,1,DAV,2024-06-26,4,0
GRN-2024-01169,1,PO-2024-00416,1,DAV,2024-06-26,2,0
GRN-2024-01170,1,PO-2024-00445,1,DAV,2024-06-26,85,0
GRN-2024-01171,1,PO-2024-00451,1,DAV,2024-06-26,5,1
GRN-2024-01172,1,PO-2024-00478,1,DAV,2024-06-26,1979,5
GRN-2024-01173,1,PO-2024-00481,1,WAR,2024-06-26,200,0
GRN-2024-01174,1,PO-2024-00311,2,DAV,2024-06-27,372,6
GRN-2024-01175,1,PO-2024-00311,3,DAV,2024-06-27,151,3
GRN-2024-01176,1,PO-2024-00311,4,DAV,2024-06-27,14,0
GRN-2024-01177,1,PO-2024-00315,1,LIV,2024-06-27,125,7
GRN-2024-01178,1,PO-2024-00315,2,LIV,2024-06-27,2086,32
GRN-2024-01179,1,PO-2024-00453,2,WAR,2024-06-27,15,0
GRN-2024-01180,1,PO-2024-00483,1,WAR,2024-06-27,150,0
GRN-2024-01181,1,PO-2024-00483,2,WAR,2024-06-27,63,0
GRN-2024-01182,1,PO-2024-00396,1,WAR,2024-06-28,3,0
GRN-2024-01183,1,PO-2024-00458,1,DAV,2024-06-28,227,0
GRN-2024-01184,1,PO-2024-00485,1,DAV,2024-06-28,54,0
GRN-2024-01185,1,PO-2024-00485,2,DAV,2024-06-28,231,1
GRN-2024-01186,1,PO-2024-00485,3,DAV,2024-06-28,5,0
GRN-2024-01187,1,PO-2024-00487,1,DAV,2024-06-28,510,0
GRN-2024-01188,1,PO-2024-00487,2,DAV,2024-06-28,18,0
GRN-2024-01189,1,PO-2024-00487,3,DAV,2024-06-28,198,0
GRN-2024-01190,1,PO-2024-00487,4,DAV,2024-06-28,8,0
GRN-2024-01191,1,PO-2024-00311,1,DAV,2024-07-01,10,0
GRN-2024-01192,1,PO-2024-00322,1,DAV,2024-07-01,97,5
GRN-2024-01193,1,PO-2024-00322,3,DAV,2024-07-01,301,7
GRN-2024-01194,1,PO-2024-00461,2,DAV,2024-07-01,6,0
GRN-2024-01195,1,PO-2024-00463,1,WAR,2024-07-01,55,3
GRN-2024-01196,1,PO-2024-00489,1,WAR,2024-07-01,144,0
GRN-2024-01197,1,PO-2024-00489,2,WAR,2024-07-01,18,0
GRN-2024-01198,1,PO-2024-00297,2,DAV,2024-07-02,39,2
GRN-2024-01199,1,PO-2024-00444,2,DAV,2024-07-02,90,0
GRN-2024-01200,1,PO-2024-00465,1,WAR,2024-07-02,155,1
GRN-2024-01201,1,PO-2024-00493,1,WAR,2024-07-02,25,0
GRN-2024-01202,1,PO-2024-00493,2,WAR,2024-07-02,54,0
GRN-2024-01203,1,PO-2024-00493,3,WAR,2024-07-02,27,0
GRN-2024-01204,1,PO-2024-00493,4,WAR,2024-07-02,120,0
GRN-2024-01205,1,PO-2024-00443,1,WAR,2024-07-03,14,0
GRN-2024-01206,1,PO-2024-00446,2,DAV,2024-07-03,10,0
GRN-2024-01207,1,PO-2024-00498,1,DAV,2024-07-03,4,0
GRN-2024-01208,1,PO-2024-00502,1,LIV,2024-07-03,271,1
GRN-2024-01209,1,PO-2024-00453,1,WAR,2024-07-04,19,1
GRN-2024-01210,1,PO-2024-00453,2,WAR,2024-07-04,9,0
GRN-2024-01211,1,PO-2024-00479,2,DAV,2024-07-04,15,0
GRN-2024-01212,1,PO-2024-00503,1,DAV,2024-07-04,54,0
GRN-2024-01213,1,PO-2024-00504,1,WAR,2024-07-04,1660,4
GRN-2024-01214,1,PO-2024-00507,2,WAR,2024-07-04,16,0
GRN-2024-01215,1,PO-2024-00335,1,WAR,2024-07-05,659,7
GRN-2024-01216,1,PO-2024-00506,1,DAV,2024-07-05,79,1
GRN-2024-01217,1,PO-2024-00506,2,DAV,2024-07-05,36,0
GRN-2024-01218,1,PO-2024-00506,3,DAV,2024-07-05,52,0
GRN-2024-01219,1,PO-2024-00507,1,WAR,2024-07-05,42,0
GRN-2024-01220,1,PO-2024-00507,3,WAR,2024-07-05,46,0
GRN-2024-01221,1,PO-2024-00507,4,WAR,2024-07-05,21,0
GRN-2024-01222,1,PO-2024-00508,1,WAR,2024-07-05,156,0
GRN-2024-01223,1,PO-2024-00511,1,DAV,2024-07-05,81,0
GRN-2024-01224,1,PO-2024-00324,1,LIV,2024-07-08,265,8
GRN-2024-01225,1,PO-2024-00474,1,DAV,2024-07-08,24,0
GRN-2024-01226,1,PO-2024-00490,1,WAR,2024-07-08,6,0
GRN-2024-01227,1,PO-2024-00511,2,DAV,2024-07-08,5,0
GRN-2024-01228,1,PO-2024-00513,1,WAR,2024-07-08,55,0
GRN-2024-01229,1,PO-2024-00513,2,WAR,2024-07-08,149,1
GRN-2024-01230,1,PO-2024-00515,2,DAV,2024-07-08,29,0
GRN-2024-01231,1,PO-2024-00479,2,DAV,2024-07-09,7,0
GRN-2024-01232,1,PO-2024-00482,1,DAV,2024-07-09,24,0
GRN-2024-01233,1,PO-2024-00492,3,DAV,2024-07-09,4,0
GRN-2024-01234,1,PO-2024-00506,4,DAV,2024-07-09,51,0
GRN-2024-01235,1,PO-2024-00512,2,WAR,2024-07-09,22,0
GRN-2024-01236,1,PO-2024-00515,1,DAV,2024-07-09,15,0
GRN-2024-01237,1,PO-2024-00515,3,DAV,2024-07-09,26,0
GRN-2024-01238,1,PO-2024-00515,4,DAV,2024-07-09,25,0
GRN-2024-01239,1,PO-2024-00518,1,WAR,2024-07-09,337,1
GRN-2024-01240,1,PO-2024-00518,2,WAR,2024-07-09,36,0
GRN-2024-01241,1,PO-2024-00519,2,WAR,2024-07-09,168,0
GRN-2024-01242,1,PO-2024-00519,3,WAR,2024-07-09,152,0
GRN-2024-01243,1,PO-2024-00519,4,WAR,2024-07-09,8,0
GRN-2024-01244,1,PO-2024-00520,1,BRS,2024-07-09,6,0
GRN-2024-01245,1,PO-2024-00520,2,BRS,2024-07-09,8,0
GRN-2024-01246,1,PO-2024-00520,3,BRS,2024-07-09,214,2
GRN-2024-01247,1,PO-2024-00520,4,BRS,2024-07-09,5,0
GRN-2024-01248,1,PO-2024-00529,4,DAV,2024-07-09,36,0
GRN-2024-01249,1,PO-2024-00486,1,DAV,2024-07-10,112,0
GRN-2024-01250,1,PO-2024-00486,2,DAV,2024-07-10,7,0
GRN-2024-01251,1,PO-2024-00522,2,DAV,2024-07-10,503,1
GRN-2024-01252,1,PO-2024-00522,4,DAV,2024-07-10,7,0
GRN-2024-01253,1,PO-2024-00524,1,DAV,2024-07-10,32,0
GRN-2024-01254,1,PO-2024-00524,2,DAV,2024-07-10,7,0
GRN-2024-01255,1,PO-2024-00524,3,DAV,2024-07-10,6,0
GRN-2024-01256,1,PO-2024-00524,4,DAV,2024-07-10,70,1
GRN-2024-01257,1,PO-2024-00525,1,WAR,2024-07-10,100,0
GRN-2024-01258,1,PO-2024-00527,1,BRS,2024-07-10,9,0
GRN-2024-01259,1,PO-2024-00527,2,BRS,2024-07-10,150,0
GRN-2024-01260,1,PO-2024-00527,3,BRS,2024-07-10,152,0
GRN-2024-01261,1,PO-2024-00527,4,BRS,2024-07-10,149,1
GRN-2024-01262,1,PO-2024-00340,1,DAV,2024-07-11,855,15
GRN-2024-01263,1,PO-2024-00488,1,DAV,2024-07-11,103,1
GRN-2024-01264,1,PO-2024-00488,2,DAV,2024-07-11,8,0
GRN-2024-01265,1,PO-2024-00519,1,WAR,2024-07-11,45,0
GRN-2024-01266,1,PO-2024-00528,1,DAV,2024-07-11,6,0
GRN-2024-01267,1,PO-2024-00529,1,DAV,2024-07-11,11,0
GRN-2024-01268,1,PO-2024-00529,2,DAV,2024-07-11,930,0
GRN-2024-01269,1,PO-2024-00529,3,DAV,2024-07-11,5,0
GRN-2024-01270,1,PO-2024-00531,1,BRS,2024-07-11,55,0
GRN-2024-01271,1,PO-2024-00531,2,BRS,2024-07-11,13,0
GRN-2024-01272,1,PO-2024-00531,3,BRS,2024-07-11,36,0
GRN-2024-01273,1,PO-2024-00531,4,BRS,2024-07-11,152,0
GRN-2024-01274,1,PO-2024-00532,1,BRS,2024-07-11,56,0
GRN-2024-01275,1,PO-2024-00532,2,BRS,2024-07-11,24,0
GRN-2024-01276,1,PO-2024-00532,3,BRS,2024-07-11,103,1
GRN-2024-01277,1,PO-2024-00533,1,BRS,2024-07-11,36,0
GRN-2024-01278,1,PO-2024-00533,2,BRS,2024-07-11,24,0
GRN-2024-01279,1,PO-2024-00535,2,DAV,2024-07-11,8,0
GRN-2024-01280,1,PO-2024-00335,2,WAR,2024-07-12,269,4
GRN-2024-01281,1,PO-2024-00335,3,WAR,2024-07-12,24,0
GRN-2024-01282,1,PO-2024-00351,1,DAV,2024-07-12,1636,30
GRN-2024-01283,1,PO-2024-00351,2,DAV,2024-07-12,235,3
GRN-2024-01284,1,PO-2024-00351,4,DAV,2024-07-12,972,18
GRN-2024-01285,1,PO-2024-00492,1,DAV,2024-07-12,6,0
GRN-2024-01286,1,PO-2024-00492,2,DAV,2024-07-12,54,0
GRN-2024-01287,1,PO-2024-00506,3,DAV,2024-07-12,24,0
GRN-2024-01288,1,PO-2024-00522,1,DAV,2024-07-12,161,1
GRN-2024-01289,1,PO-2024-00522,3,DAV,2024-07-12,36,0
GRN-2024-01290,1,PO-2024-00534,1,DAV,2024-07-12,6,0
GRN-2024-01291,1,PO-2024-00534,2,DAV,2024-07-12,145,0
GRN-2024-01292,1,PO-2024-00534,3,DAV,2024-07-12,2,0
GRN-2024-01293,1,PO-2024-00535,1,DAV,2024-07-12,9,0
GRN-2024-01294,1,PO-2024-00455,2,DAV,2024-07-15,2,0
GRN-2024-01295,1,PO-2024-00500,1,DAV,2024-07-15,37,0
GRN-2024-01296,1,PO-2024-00500,2,DAV,2024-07-15,177,3
GRN-2024-01297,1,PO-2024-00501,1,WAR,2024-07-15,72,0
GRN-2024-01298,1,PO-2024-00521,1,LIV,2024-07-15,144,0
GRN-2024-01299,1,PO-2024-00536,1,DAV,2024-07-15,8,0
GRN-2024-01300,1,PO-2024-00538,1,BRS,2024-07-15,18,0
GRN-2024-01301,1,PO-2024-00538,2,BRS,2024-07-15,36,0
GRN-2024-01302,1,PO-2024-00538,3,BRS,2024-07-15,5,0
GRN-2024-01303,1,PO-2024-00538,4,BRS,2024-07-15,152,0
GRN-2024-01304,1,PO-2024-00550,1,LIV,2024-07-15,228,0
GRN-2024-01305,1,PO-2024-00351,3,DAV,2024-07-16,360,4
GRN-2024-01306,1,PO-2024-00473,2,DAV,2024-07-16,21,0
GRN-2024-01307,1,PO-2024-00544,1,WAR,2024-07-16,149,1
GRN-2024-01308,1,PO-2024-00547,4,DAV,2024-07-16,9,1
GRN-2024-01309,1,PO-2024-00463,1,WAR,2024-07-17,16,1
GRN-2024-01310,1,PO-2024-00505,1,DAV,2024-07-17,6,0
GRN-2024-01311,1,PO-2024-00505,2,DAV,2024-07-17,112,0
GRN-2024-01312,1,PO-2024-00505,3,DAV,2024-07-17,9,0
GRN-2024-01313,1,PO-2024-00547,1,DAV,2024-07-17,53,0
GRN-2024-01314,1,PO-2024-00547,2,DAV,2024-07-17,52,0
GRN-2024-01315,1,PO-2024-00547,3,DAV,2024-07-17,7,0
GRN-2024-01316,1,PO-2024-00549,1,BRS,2024-07-17,5,0
GRN-2024-01317,1,PO-2024-00389,2,WAR,2024-07-18,1631,35
GRN-2024-01318,1,PO-2024-00501,1,WAR,2024-07-18,32,0
GRN-2024-01319,1,PO-2024-00517,2,DAV,2024-07-18,29,0
