movement_id,sku,warehouse_code,movement_date,movement_type,quantity,unit_cost_gbp,source_document
4237,VALV-1056,WAR,2024-03-14,Sales issue,-4,19.03,SO-2024-01030
4238,ELEC-1049,WAR,2024-03-14,Sales issue,-22,34.15,SO-2024-01032
4239,ELEC-1214,WAR,2024-03-14,Sales issue,-35,1.4,SO-2024-01032
4240,VENT-1095,WAR,2024-03-14,Sales issue,-1,143.18,SO-2024-01032
4241,PIPE-1165,LIV,2024-03-14,Sales issue,-50,14.13,SO-2024-01033
4242,RENW-1087,LIV,2024-03-14,Sales issue,-1,1010.57,SO-2024-01034
4243,TOOL-1021,LIV,2024-03-14,Sales issue,-28,1.69,SO-2024-01034
4244,ELEC-1008,LIV,2024-03-14,Sales issue,-16,4.45,SO-2024-01034
4245,TOOL-1128,LIV,2024-03-14,Sales issue,-10,2.53,SO-2024-01034
4246,DRAIN-1179,LIV,2024-03-14,Sales issue,-12,103.21,SO-2024-01034
4247,VALV-1121,LIV,2024-03-14,Sales issue,-8,82.56,SO-2024-01034
4248,PIPE-1165,LIV,2024-03-14,Sales issue,-52,14.13,SO-2024-01036
4249,TOOL-1092,LIV,2024-03-14,Sales issue,-12,22.98,SO-2024-01036
4250,HEAT-1182,DAV,2024-03-14,Stock adjustment,-1,440.54,COUNT-DAV-2024-03-14
4251,TOOL-1021,DAV,2024-03-14,Stock adjustment,-1,1.69,COUNT-DAV-2024-03-14
4252,VALV-1163,DAV,2024-03-14,Stock adjustment,-1,73.29,COUNT-DAV-2024-03-14
4253,TOOL-1087,DAV,2024-03-14,Stock adjustment,-2,2.21,COUNT-DAV-2024-03-14
4254,RENW-1134,DAV,2024-03-14,Stock adjustment,-1,695.03,COUNT-DAV-2024-03-14
4255,PIPE-1061,DAV,2024-03-14,Stock adjustment,-26,1.82,COUNT-DAV-2024-03-14
4256,VENT-1080,DAV,2024-03-14,Stock adjustment,-1,81.53,COUNT-DAV-2024-03-14
4257,RENW-1068,DAV,2024-03-14,Stock adjustment,1,2815.42,COUNT-DAV-2024-03-14
4258,VENT-1185,DAV,2024-03-14,Stock adjustment,-1,71.27,COUNT-DAV-2024-03-14
4259,VENT-1002,DAV,2024-03-14,Stock adjustment,1,58.65,COUNT-DAV-2024-03-14
4260,PIPE-1011,DAV,2024-03-14,Stock adjustment,-5,0.41,COUNT-DAV-2024-03-14
4261,VENT-1103,DAV,2024-03-14,Stock adjustment,-1,182.36,COUNT-DAV-2024-03-14
4262,TOOL-1071,DAV,2024-03-14,Stock adjustment,-1,2.76,COUNT-DAV-2024-03-14
4263,PIPE-1101,DAV,2024-03-14,Stock adjustment,1,1.78,COUNT-DAV-2024-03-14
4264,DRAIN-1138,DAV,2024-03-14,Stock adjustment,-1,151.26,COUNT-DAV-2024-03-14
4265,HEAT-1211,DAV,2024-03-14,Stock adjustment,1,406.94,COUNT-DAV-2024-03-14
4266,RENW-1042,DAV,2024-03-14,Stock adjustment,-1,775.57,COUNT-DAV-2024-03-14
4267,RENW-1145,DAV,2024-03-14,Stock adjustment,-1,2479.78,COUNT-DAV-2024-03-14
4268,HEAT-1047,DAV,2024-03-14,Stock adjustment,1,418.6,COUNT-DAV-2024-03-14
4269,VALV-1007,DAV,2024-03-14,Stock adjustment,-1,11.51,COUNT-DAV-2024-03-14
4270,VENT-1192,DAV,2024-03-14,Stock adjustment,-1,501.97,COUNT-DAV-2024-03-14
4271,ELEC-1057,DAV,2024-03-14,Stock adjustment,1,4.02,COUNT-DAV-2024-03-14
4272,RENW-1018,DAV,2024-03-14,Stock adjustment,-1,1804.95,COUNT-DAV-2024-03-14
4273,DRAIN-1204,DAV,2024-03-14,Stock adjustment,-1,6.82,COUNT-DAV-2024-03-14
4274,DRAIN-1106,DAV,2024-03-14,Stock adjustment,-1,9.68,COUNT-DAV-2024-03-14
4275,DRAIN-1016,DAV,2024-03-14,Stock adjustment,-1,73.42,COUNT-DAV-2024-03-14
4276,TOOL-1155,DAV,2024-03-14,Stock adjustment,-2,31.0,COUNT-DAV-2024-03-14
4277,ELEC-1025,DAV,2024-03-14,Stock adjustment,-1,29.05,COUNT-DAV-2024-03-14
4278,TOOL-1205,DAV,2024-03-14,Stock adjustment,-1,1.19,COUNT-DAV-2024-03-14
4279,RENW-1070,DAV,2024-03-14,Stock adjustment,-1,987.87,COUNT-DAV-2024-03-14
4280,RENW-1186,DAV,2024-03-14,Stock adjustment,1,1442.62,COUNT-DAV-2024-03-14
4281,TOOL-1051,WAR,2024-03-14,Stock adjustment,1,0.83,COUNT-WAR-2024-03-14
4282,TOOL-1077,WAR,2024-03-14,Stock adjustment,4,1.95,COUNT-WAR-2024-03-14
4283,DRAIN-1179,WAR,2024-03-14,Stock adjustment,1,104.42,COUNT-WAR-2024-03-14
4284,DRAIN-1113,WAR,2024-03-14,Stock adjustment,-1,15.57,COUNT-WAR-2024-03-14
4285,VALV-1102,WAR,2024-03-14,Stock adjustment,-1,61.2,COUNT-WAR-2024-03-14
4286,HEAT-1200,WAR,2024-03-14,Stock adjustment,-1,943.87,COUNT-WAR-2024-03-14
4287,PIPE-1094,WAR,2024-03-14,Stock adjustment,1,7.75,COUNT-WAR-2024-03-14
4288,VENT-1095,WAR,2024-03-14,Stock adjustment,-1,143.18,COUNT-WAR-2024-03-14
4289,DRAIN-1095,WAR,2024-03-14,Stock adjustment,-2,87.36,COUNT-WAR-2024-03-14
4290,PIPE-1119,WAR,2024-03-14,Stock adjustment,-17,6.79,COUNT-WAR-2024-03-14
4291,VENT-1084,WAR,2024-03-14,Stock adjustment,-1,39.34,COUNT-WAR-2024-03-14
4292,TOOL-1003,WAR,2024-03-14,Stock adjustment,-1,28.67,COUNT-WAR-2024-03-14
4293,ELEC-1217,WAR,2024-03-14,Stock adjustment,-1,102.63,COUNT-WAR-2024-03-14
4294,ELEC-1143,WAR,2024-03-14,Stock adjustment,-3,16.47,COUNT-WAR-2024-03-14
4295,VALV-1121,WAR,2024-03-14,Stock adjustment,1,83.42,COUNT-WAR-2024-03-14
4296,HEAT-1130,WAR,2024-03-14,Stock adjustment,1,667.74,COUNT-WAR-2024-03-14
4297,PIPE-1064,WAR,2024-03-14,Stock adjustment,-4,8.15,COUNT-WAR-2024-03-14
4298,PIPE-1135,WAR,2024-03-14,Stock adjustment,4,4.1,COUNT-WAR-2024-03-14
4299,ELEC-1131,WAR,2024-03-14,Stock adjustment,1,19.81,COUNT-WAR-2024-03-14
4300,PIPE-1165,WAR,2024-03-14,Stock adjustment,-2,14.17,COUNT-WAR-2024-03-14
4301,PIPE-1150,WAR,2024-03-14,Stock adjustment,-32,0.29,COUNT-WAR-2024-03-14
4302,ELEC-1214,WAR,2024-03-14,Stock adjustment,-2,1.4,COUNT-WAR-2024-03-14
4303,PIPE-1038,WAR,2024-03-14,Stock adjustment,-5,1.07,COUNT-WAR-2024-03-14
4304,TOOL-1018,WAR,2024-03-14,Stock adjustment,-3,1.11,COUNT-WAR-2024-03-14
4305,HEAT-1203,WAR,2024-03-14,Stock adjustment,1,590.64,COUNT-WAR-2024-03-14
4306,HEAT-1124,WAR,2024-03-14,Stock adjustment,-1,648.38,COUNT-WAR-2024-03-14
4307,PIPE-1201,WAR,2024-03-14,Stock adjustment,8,11.75,COUNT-WAR-2024-03-14
4308,TOOL-1087,WAR,2024-03-14,Stock adjustment,-3,2.2,COUNT-WAR-2024-03-14
4309,PIPE-1029,WAR,2024-03-14,Stock adjustment,-8,4.36,COUNT-WAR-2024-03-14
4310,PIPE-1109,LIV,2024-03-14,Stock adjustment,5,3.42,COUNT-LIV-2024-03-14
4311,PIPE-1165,LIV,2024-03-14,Stock adjustment,1,14.13,COUNT-LIV-2024-03-14
4312,PIPE-1064,LIV,2024-03-14,Stock adjustment,-2,8.24,COUNT-LIV-2024-03-14
4313,ELEC-1049,LIV,2024-03-14,Stock adjustment,-2,34.63,COUNT-LIV-2024-03-14
4314,HEAT-1142,LIV,2024-03-14,Stock adjustment,1,436.92,COUNT-LIV-2024-03-14
4315,PIPE-1017,LIV,2024-03-14,Stock adjustment,4,0.5,COUNT-LIV-2024-03-14
4316,VALV-1084,LIV,2024-03-14,Stock adjustment,-1,111.53,COUNT-LIV-2024-03-14
4317,TOOL-1067,LIV,2024-03-14,Stock adjustment,5,5.85,COUNT-LIV-2024-03-14
4318,PIPE-1201,LIV,2024-03-14,Stock adjustment,-24,11.63,COUNT-LIV-2024-03-14
4319,VALV-1121,LIV,2024-03-14,Stock adjustment,-1,82.56,COUNT-LIV-2024-03-14
4320,ELEC-1214,LIV,2024-03-14,Stock adjustment,1,1.38,COUNT-LIV-2024-03-14
4321,DRAIN-1179,LIV,2024-03-14,Stock adjustment,-6,103.21,COUNT-LIV-2024-03-14
4322,DRAIN-1095,LIV,2024-03-14,Stock adjustment,-1,88.82,COUNT-LIV-2024-03-14
4323,TOOL-1018,LIV,2024-03-14,Stock adjustment,1,1.11,COUNT-LIV-2024-03-14
4324,PIPE-1044,LIV,2024-03-14,Stock adjustment,1,11.07,COUNT-LIV-2024-03-14
4325,PIPE-1101,LIV,2024-03-14,Stock adjustment,-1,1.78,COUNT-LIV-2024-03-14
4326,DRAIN-1158,LIV,2024-03-14,Stock adjustment,1,78.85,COUNT-LIV-2024-03-14
4327,TOOL-1092,LIV,2024-03-14,Stock adjustment,-1,22.98,COUNT-LIV-2024-03-14
4328,ELEC-1088,LIV,2024-03-14,Stock adjustment,-8,11.0,COUNT-LIV-2024-03-14
4329,HEAT-1082,LIV,2024-03-14,Stock adjustment,-1,207.91,COUNT-LIV-2024-03-14
4330,TOOL-1163,LIV,2024-03-14,Stock adjustment,1,6.8,COUNT-LIV-2024-03-14
4331,VALV-1192,LIV,2024-03-14,Stock adjustment,1,38.16,COUNT-LIV-2024-03-14
4332,ELEC-1143,LIV,2024-03-14,Stock adjustment,2,16.37,COUNT-LIV-2024-03-14
4333,VALV-1152,LIV,2024-03-14,Stock adjustment,-1,9.18,COUNT-LIV-2024-03-14
4334,ELEC-1094,LIV,2024-03-14,Stock adjustment,-20,2.41,COUNT-LIV-2024-03-14
4335,TOOL-1077,LIV,2024-03-14,Stock adjustment,-3,2.45,COUNT-LIV-2024-03-14
4336,PIPE-1150,LIV,2024-03-14,Stock adjustment,24,0.29,COUNT-LIV-2024-03-14
4337,PIPE-1029,LIV,2024-03-14,Stock adjustment,7,4.33,COUNT-LIV-2024-03-14
4338,PIPE-1168,LIV,2024-03-14,Stock adjustment,-21,0.88,COUNT-LIV-2024-03-14
4339,PIPE-1142,LIV,2024-03-14,Stock adjustment,-7,0.43,COUNT-LIV-2024-03-14
4340,PIPE-1025,LIV,2024-03-14,Stock adjustment,29,1.94,COUNT-LIV-2024-03-14
4341,TOOL-1137,LIV,2024-03-14,Stock adjustment,-2,21.32,COUNT-LIV-2024-03-14
4342,PIPE-1088,WAR,2024-03-15,Goods receipt,301,0.27,PO-2024-00090
4343,ELEC-1217,LIV,2024-03-15,Goods receipt,112,102.22,PO-2024-00174
4344,ELEC-1150,WAR,2024-03-15,Goods receipt,75,14.84,PO-2024-00195
4345,HEAT-1200,WAR,2024-03-15,Goods receipt,6,955.83,PO-2024-00197
4346,TOOL-1067,WAR,2024-03-15,Goods receipt,102,6.78,PO-2024-00197
4347,DRAIN-1148,DAV,2024-03-15,Goods receipt,24,8.82,PO-2024-00213
4348,VENT-1009,DAV,2024-03-15,Customer return,2,423.57,SO-2024-00875
4349,ELEC-1214,DAV,2024-03-15,Sales issue,-30,1.4,SO-2024-00980
4350,PIPE-1038,DAV,2024-03-15,Sales issue,-36,1.07,SO-2024-01002
4351,PIPE-1004,DAV,2024-03-15,Sales issue,-76,1.61,SO-2024-01002
4352,TOOL-1031,DAV,2024-03-15,Sales issue,-6,11.23,SO-2024-01002
4353,RENW-1122,DAV,2024-03-15,Sales issue,-1,1114.35,SO-2024-01002
4354,DRAIN-1084,DAV,2024-03-15,Sales issue,-5,7.42,SO-2024-01009
4355,ELEC-1031,DAV,2024-03-15,Sales issue,-15,1.88,SO-2024-01009
4356,VENT-1119,DAV,2024-03-15,Sales issue,-3,627.68,SO-2024-01009
4357,TOOL-1128,WAR,2024-03-15,Sales issue,-41,2.53,SO-2024-01013
4358,RENW-1087,WAR,2024-03-15,Sales issue,-1,1020.34,SO-2024-01013
4359,DRAIN-1161,DAV,2024-03-15,Sales issue,-9,7.8,SO-2024-01021
4360,PIPE-1025,DAV,2024-03-15,Sales issue,-31,2.05,SO-2024-01021
4361,DRAIN-1179,DAV,2024-03-15,Sales issue,-14,103.59,SO-2024-01021
4362,RENW-1087,DAV,2024-03-15,Sales issue,-1,1021.51,SO-2024-01027
4363,VENT-1129,DAV,2024-03-15,Sales issue,-3,53.62,SO-2024-01027
4364,HEAT-1142,DAV,2024-03-15,Sales issue,-1,432.17,SO-2024-01027
4365,PIPE-1029,DAV,2024-03-15,Sales issue,-58,4.36,SO-2024-01027
4366,RENW-1042,DAV,2024-03-15,Sales issue,-1,775.57,SO-2024-01027
4367,ELEC-1046,DAV,2024-03-15,Sales issue,-15,51.77,SO-2024-01027
4368,HEAT-1054,DAV,2024-03-15,Sales issue,-1,495.75,SO-2024-01027
4369,PIPE-1025,WAR,2024-03-15,Sales issue,-75,1.76,SO-2024-01031
4370,VALV-1091,WAR,2024-03-15,Sales issue,-7,69.35,SO-2024-01031
4371,TOOL-1067,WAR,2024-03-15,Sales issue,-28,6.78,SO-2024-01031
4372,PIPE-1214,WAR,2024-03-15,Sales issue,-59,0.42,SO-2024-01031
4373,ELEC-1184,WAR,2024-03-15,Sales issue,-7,105.51,SO-2024-01031
4374,ELEC-1131,LIV,2024-03-15,Sales issue,-19,19.89,SO-2024-01035
4375,RENW-1100,LIV,2024-03-15,Sales issue,-2,652.11,SO-2024-01035
4376,TOOL-1031,LIV,2024-03-15,Sales issue,-15,11.23,SO-2024-01035
4377,DRAIN-1047,LIV,2024-03-15,Sales issue,-4,171.94,SO-2024-01035
4378,TOOL-1128,LIV,2024-03-15,Sales issue,-9,2.53,SO-2024-01035
4379,RENW-1087,LIV,2024-03-15,Sales issue,-1,1010.57,SO-2024-01035
4380,HEAT-1130,DAV,2024-03-15,Sales issue,-1,658.61,SO-2024-01038
4381,DRAIN-1075,DAV,2024-03-15,Sales issue,-6,62.29,SO-2024-01039
4382,TOOL-1071,DAV,2024-03-15,Sales issue,-25,2.76,SO-2024-01039
4383,VALV-1091,DAV,2024-03-15,Sales issue,-7,68.59,SO-2024-01041
4384,RENW-1203,DAV,2024-03-15,Sales issue,-1,766.38,SO-2024-01041
4385,HEAT-1016,DAV,2024-03-15,Sales issue,-3,465.08,SO-2024-01045
4386,RENW-1087,DAV,2024-03-15,Sales issue,-1,1021.51,SO-2024-01045
4387,TOOL-1163,DAV,2024-03-15,Sales issue,-21,6.75,SO-2024-01045
4388,PIPE-1201,DAV,2024-03-15,Sales issue,-49,11.55,SO-2024-01047
4389,VENT-1043,DAV,2024-03-15,Sales issue,-2,47.24,SO-2024-01047
4390,ELEC-1014,DAV,2024-03-15,Sales issue,-9,2.58,SO-2024-01047
4391,RENW-1035,DAV,2024-03-15,Sales issue,-2,1431.64,SO-2024-01047
4392,DRAIN-1186,DAV,2024-03-15,Sales issue,-10,52.33,SO-2024-01048
4393,TOOL-1128,DAV,2024-03-15,Sales issue,-5,2.54,SO-2024-01048
4394,ELEC-1046,DAV,2024-03-15,Sales issue,-22,51.77,SO-2024-01048
4395,PIPE-1201,DAV,2024-03-15,Sales issue,-52,11.55,SO-2024-01048
4396,DRAIN-1016,WAR,2024-03-15,Sales issue,-20,74.72,SO-2024-01050
4397,VALV-1091,WAR,2024-03-15,Sales issue,-4,69.35,SO-2024-01050
4398,ELEC-1204,WAR,2024-03-15,Sales issue,-33,17.41,SO-2024-01050
4399,VALV-1102,WAR,2024-03-15,Sales issue,-6,61.2,SO-2024-01050
4400,ELEC-1134,WAR,2024-03-15,Sales issue,-23,87.0,SO-2024-01050
4401,TOOL-1110,WAR,2024-03-15,Sales issue,-20,20.39,SO-2024-01050
4402,ELEC-1197,WAR,2024-03-15,Sales issue,-27,55.1,SO-2024-01051
4403,VENT-1119,WAR,2024-03-15,Sales issue,-2,634.96,SO-2024-01051
4404,PIPE-1119,WAR,2024-03-15,Sales issue,-69,6.79,SO-2024-01051
4405,ELEC-1107,WAR,2024-03-15,Sales issue,-16,2.47,SO-2024-01051
4406,TOOL-1051,WAR,2024-03-15,Sales issue,-19,0.83,SO-2024-01051
4407,RENW-1100,WAR,2024-03-15,Sales issue,-1,653.68,SO-2024-01052
4408,PIPE-1119,WAR,2024-03-15,Sales issue,-49,6.79,SO-2024-01053
4409,DRAIN-1179,WAR,2024-03-15,Sales issue,-5,104.42,SO-2024-01053
4410,ELEC-1046,WAR,2024-03-15,Sales issue,-16,50.17,SO-2024-01053
4411,ELEC-1088,LIV,2024-03-15,Sales issue,-17,11.0,SO-2024-01054
4412,HEAT-1082,LIV,2024-03-15,Sales issue,-1,207.91,SO-2024-01054
4413,HEAT-1082,DAV,2024-03-15,Transfer out,-4,207.72,TRF-2024-0027
4414,HEAT-1082,WAR,2024-03-15,Transfer in,4,207.72,TRF-2024-0027
4415,RENW-1000,DAV,2024-03-15,Transfer out,-5,1684.22,TRF-2024-0028
4416,RENW-1000,LIV,2024-03-15,Transfer in,5,1684.22,TRF-2024-0028
4417,VALV-1154,DAV,2024-03-18,Goods receipt,27,52.33,PO-2024-00008
4418,TOOL-1071,DAV,2024-03-18,Goods receipt,358,2.79,PO-2024-00008
4419,PIPE-1175,DAV,2024-03-18,Goods receipt,158,0.28,PO-2024-00008
4420,PIPE-1044,DAV,2024-03-18,Goods receipt,1631,11.03,PO-2024-00008
4421,PIPE-1044,WAR,2024-03-18,Goods receipt,1630,11.03,PO-2024-00014
4422,VALV-1084,LIV,2024-03-18,Goods receipt,84,88.85,PO-2024-00018
4423,TOOL-1110,LIV,2024-03-18,Goods receipt,140,16.12,PO-2024-00018
4424,TOOL-1092,LIV,2024-03-18,Goods receipt,179,23.02,PO-2024-00018
4425,HEAT-1064,LIV,2024-03-18,Goods receipt,23,220.34,PO-2024-00018
4426,VALV-1084,WAR,2024-03-18,Goods receipt,25,111.53,PO-2024-00125
4427,ELEC-1134,WAR,2024-03-18,Goods receipt,26,87.04,PO-2024-00159
4428,PIPE-1109,DAV,2024-03-18,Goods receipt,198,3.39,PO-2024-00162
4429,HEAT-1124,DAV,2024-03-18,Goods receipt,10,660.03,PO-2024-00168
4430,ELEC-1057,DAV,2024-03-18,Goods receipt,54,3.99,PO-2024-00171
4431,DRAIN-1192,DAV,2024-03-18,Goods receipt,11,116.35,PO-2024-00182
4432,RENW-1087,WAR,2024-03-18,Goods receipt,7,1020.73,PO-2024-00189
4433,HEAT-1082,WAR,2024-03-18,Goods receipt,14,209.2,PO-2024-00201
4434,ELEC-1094,DAV,2024-03-18,Goods receipt,129,3.19,PO-2024-00203
4435,HEAT-1192,DAV,2024-03-18,Goods receipt,7,260.38,PO-2024-00203
4436,DRAIN-1056,DAV,2024-03-18,Goods receipt,24,23.34,PO-2024-00212
4437,HEAT-1039,DAV,2024-03-18,Goods receipt,5,260.75,PO-2024-00217
4438,DRAIN-1179,DAV,2024-03-18,Goods receipt,33,103.6,PO-2024-00220
4439,DRAIN-1130,DAV,2024-03-18,Goods receipt,16,57.41,PO-2024-00224
4440,TOOL-1201,DAV,2024-03-18,Goods receipt,35,11.74,PO-2024-00229
4441,PIPE-1029,DAV,2024-03-18,Goods receipt,464,4.29,PO-2024-00229
4442,ELEC-1184,WAR,2024-03-18,Goods receipt,89,104.33,PO-2024-00230
4443,HEAT-1064,WAR,2024-03-18,Goods receipt,5,271.99,PO-2024-00231
4444,TOOL-1175,WAR,2024-03-18,Goods receipt,36,2.81,PO-2024-00231
4445,RENW-1000,WAR,2024-03-18,Goods receipt,16,1717.39,PO-2024-00231
4446,VALV-1024,WAR,2024-03-18,Goods receipt,15,117.53,PO-2024-00232
4447,DRAIN-1106,LIV,2024-03-18,Goods receipt,64,9.59,PO-2024-00234
4448,ELEC-1049,LIV,2024-03-18,Goods receipt,481,34.68,PO-2024-00234
4449,PIPE-1142,LIV,2024-03-18,Goods receipt,227,0.43,PO-2024-00234
4450,HEAT-1082,DAV,2024-03-18,Goods receipt,15,208.28,PO-2024-00249
4451,PIPE-1109,DAV,2024-03-18,Customer return,60,3.39,SO-2024-00848
4452,PIPE-1025,LIV,2024-03-18,Sales issue,-39,1.94,SO-2024-01037
4453,RENW-1112,DAV,2024-03-18,Sales issue,-1,705.96,SO-2024-01042
4454,VENT-1019,DAV,2024-03-18,Sales issue,-4,58.47,SO-2024-01046
4455,TOOL-1071,DAV,2024-03-18,Sales issue,-9,2.79,SO-2024-01046
4456,HEAT-1016,DAV,2024-03-18,Sales issue,-2,465.08,SO-2024-01046
4457,VENT-1009,DAV,2024-03-18,Sales issue,-3,423.57,SO-2024-01046
4458,VENT-1103,DAV,2024-03-18,Sales issue,-1,182.36,SO-2024-01046
4459,VENT-1095,DAV,2024-03-18,Sales issue,-1,142.61,SO-2024-01046
4460,TOOL-1219,DAV,2024-03-18,Sales issue,-9,0.87,SO-2024-01049
4461,HEAT-1124,DAV,2024-03-18,Sales issue,-2,660.03,SO-2024-01049
4462,HEAT-1203,DAV,2024-03-18,Sales issue,-1,590.64,SO-2024-01049
4463,PIPE-1044,DAV,2024-03-18,Sales issue,-33,11.03,SO-2024-01055
4464,HEAT-1082,DAV,2024-03-18,Sales issue,-4,208.28,SO-2024-01055
4465,DRAIN-1145,DAV,2024-03-18,Sales issue,-7,14.52,SO-2024-01056
4466,RENW-1000,DAV,2024-03-18,Sales issue,-1,1684.22,SO-2024-01057
4467,RENW-1070,DAV,2024-03-18,Sales issue,-1,987.87,SO-2024-01057
4468,DRAIN-1113,DAV,2024-03-18,Sales issue,-10,15.44,SO-2024-01057
4469,HEAT-1009,DAV,2024-03-18,Sales issue,-3,645.65,SO-2024-01057
4470,HEAT-1016,DAV,2024-03-18,Sales issue,-2,465.08,SO-2024-01057
4471,PIPE-1061,DAV,2024-03-18,Sales issue,-69,1.82,SO-2024-01057
4472,VENT-1002,DAV,2024-03-18,Sales issue,-2,58.65,SO-2024-01058
4473,VALV-1056,DAV,2024-03-18,Sales issue,-5,24.7,SO-2024-01060
4474,TOOL-1128,DAV,2024-03-18,Sales issue,-15,2.54,SO-2024-01061
4475,PIPE-1142,DAV,2024-03-18,Sales issue,-60,0.43,SO-2024-01061
4476,PIPE-1025,DAV,2024-03-18,Sales issue,-61,2.05,SO-2024-01061
4477,HEAT-1033,DAV,2024-03-18,Sales issue,-1,793.58,SO-2024-01062
4478,DRAIN-1106,DAV,2024-03-18,Sales issue,-18,9.68,SO-2024-01063
4479,VENT-1105,DAV,2024-03-18,Sales issue,-2,159.12,SO-2024-01063
4480,PIPE-1044,DAV,2024-03-18,Sales issue,-23,11.03,SO-2024-01063
4481,TOOL-1115,DAV,2024-03-18,Sales issue,-14,1.04,SO-2024-01064
4482,PIPE-1101,DAV,2024-03-18,Sales issue,-38,1.78,SO-2024-01064
4483,PIPE-1165,DAV,2024-03-18,Sales issue,-18,14.13,SO-2024-01064
4484,RENW-1081,DAV,2024-03-18,Sales issue,-1,2054.31,SO-2024-01064
4485,VENT-1149,DAV,2024-03-18,Sales issue,-2,47.6,SO-2024-01064
4486,TOOL-1128,WAR,2024-03-18,Sales issue,-12,2.53,SO-2024-01066
4487,ELEC-1049,WAR,2024-03-18,Sales issue,-14,34.15,SO-2024-01066
4488,TOOL-1087,WAR,2024-03-18,Sales issue,-24,2.2,SO-2024-01068
4489,TOOL-1128,WAR,2024-03-18,Sales issue,-8,2.53,SO-2024-01068
4490,PIPE-1070,WAR,2024-03-18,Sales issue,-5,13.17,SO-2024-01068
4491,ELEC-1217,WAR,2024-03-18,Sales issue,-11,102.63,SO-2024-01068
4492,ELEC-1131,WAR,2024-03-18,Sales issue,-14,19.81,SO-2024-01068
4493,PIPE-1088,WAR,2024-03-18,Sales issue,-205,0.27,SO-2024-01068
4494,PIPE-1201,WAR,2024-03-18,Sales issue,-81,11.75,SO-2024-01068
4495,DRAIN-1204,WAR,2024-03-18,Sales issue,-13,6.9,SO-2024-01069
4496,RENW-1100,WAR,2024-03-18,Sales issue,-2,653.68,SO-2024-01071
4497,VENT-1019,WAR,2024-03-18,Sales issue,-7,58.59,SO-2024-01071
4498,TOOL-1087,WAR,2024-03-18,Sales issue,-7,2.2,SO-2024-01071
4499,ELEC-1184,WAR,2024-03-18,Sales issue,-19,104.33,SO-2024-01071
4500,PIPE-1029,WAR,2024-03-18,Sales issue,-136,4.36,SO-2024-01071
4501,HEAT-1082,LIV,2024-03-18,Sales issue,-3,207.91,SO-2024-01073
4502,PIPE-1201,LIV,2024-03-18,Sales issue,-34,11.63,SO-2024-01073
4503,TOOL-1219,LIV,2024-03-19,Goods receipt,21,0.86,PO-2024-00211
4504,PIPE-1165,DAV,2024-03-19,Goods receipt,208,14.26,PO-2024-00220
4505,TOOL-1128,DAV,2024-03-19,Goods receipt,507,2.53,PO-2024-00238
4506,ELEC-1025,WAR,2024-03-19,Customer return,40,29.28,SO-2024-00859
4507,ELEC-1107,DAV,2024-03-19,Sales issue,-15,2.46,SO-2024-01043
4508,ELEC-1049,DAV,2024-03-19,Sales issue,-8,34.25,SO-2024-01044
4509,ELEC-1214,DAV,2024-03-19,Sales issue,-7,1.4,SO-2024-01044
4510,PIPE-1201,DAV,2024-03-19,Sales issue,-112,11.55,SO-2024-01044
4511,PIPE-1029,DAV,2024-03-19,Sales issue,-54,4.29,SO-2024-01044
4512,PIPE-1101,DAV,2024-03-19,Sales issue,-112,1.78,SO-2024-01044
4513,DRAIN-1106,DAV,2024-03-19,Sales issue,-19,9.68,SO-2024-01059
4514,ELEC-1094,WAR,2024-03-19,Sales issue,-15,3.23,SO-2024-01067
4515,ELEC-1107,WAR,2024-03-19,Sales issue,-12,2.47,SO-2024-01072
4516,VENT-1095,WAR,2024-03-19,Sales issue,-8,143.18,SO-2024-01072
4517,PIPE-1029,WAR,2024-03-19,Sales issue,-142,4.36,SO-2024-01072
4518,RENW-1100,WAR,2024-03-19,Sales issue,-1,653.68,SO-2024-01072
4519,PIPE-1214,WAR,2024-03-19,Sales issue,-52,0.42,SO-2024-01072
4520,RENW-1000,DAV,2024-03-19,Sales issue,-1,1684.22,SO-2024-01075
4521,VENT-1119,DAV,2024-03-19,Sales issue,-3,627.68,SO-2024-01076
4522,RENW-1112,DAV,2024-03-19,Sales issue,-1,705.96,SO-2024-01077
4523,RENW-1000,DAV,2024-03-19,Sales issue,-1,1684.22,SO-2024-01077
4524,TOOL-1092,DAV,2024-03-19,Sales issue,-10,26.86,SO-2024-01077
4525,HEAT-1016,DAV,2024-03-19,Sales issue,-2,465.08,SO-2024-01078
4526,TOOL-1144,DAV,2024-03-19,Sales issue,-8,1.05,SO-2024-01078
4527,RENW-1186,DAV,2024-03-19,Sales issue,-1,1442.62,SO-2024-01078
4528,PIPE-1044,DAV,2024-03-19,Sales issue,-60,11.03,SO-2024-01079
4529,RENW-1100,DAV,2024-03-19,Sales issue,-1,655.91,SO-2024-01079
4530,RENW-1068,DAV,2024-03-19,Sales issue,-1,2815.42,SO-2024-01079
4531,VALV-1163,DAV,2024-03-19,Sales issue,-7,73.29,SO-2024-01080
4532,ELEC-1176,DAV,2024-03-19,Sales issue,-9,13.33,SO-2024-01080
4533,ELEC-1102,DAV,2024-03-19,Sales issue,-12,11.39,SO-2024-01081
4534,RENW-1087,DAV,2024-03-19,Sales issue,-1,1021.51,SO-2024-01081
4535,TOOL-1128,DAV,2024-03-19,Sales issue,-15,2.53,SO-2024-01081
