week_ending_date,sku,warehouse_code,quantity_on_hand,quantity_allocated,quantity_on_order,days_at_zero_in_week,weighted_average_cost_gbp,stock_value_gbp
2024-04-07,PIPE-1150,WAR,790,0,0,0,0.29,229.1
2024-04-07,PIPE-1165,WAR,0,0,192,5,14.17,0.0
2024-04-07,PIPE-1168,WAR,1514,0,0,0,0.71,1074.94
2024-04-07,PIPE-1186,WAR,157,0,0,0,0.93,146.01
2024-04-07,PIPE-1189,WAR,174,0,0,0,1.11,193.14
2024-04-07,PIPE-1201,WAR,1513,0,0,0,11.75,17777.75
2024-04-07,PIPE-1206,WAR,214,0,0,0,0.55,117.7
2024-04-07,PIPE-1214,WAR,50,0,152,0,0.42,21.0
2024-04-07,RENW-1000,WAR,17,0,0,0,1717.39,29195.63
2024-04-07,RENW-1087,WAR,15,0,36,0,1020.73,15310.95
2024-04-07,RENW-1100,WAR,41,0,0,0,653.68,26800.88
2024-04-07,TOOL-1003,WAR,32,0,0,0,28.67,917.44
2024-04-07,TOOL-1018,WAR,38,0,0,0,1.11,42.18
2024-04-07,TOOL-1021,WAR,9,0,238,0,1.69,15.21
2024-04-07,TOOL-1031,WAR,107,0,147,0,11.23,1201.61
2024-04-07,TOOL-1051,WAR,6,0,154,0,0.83,4.98
2024-04-07,TOOL-1067,WAR,224,0,258,0,6.78,1518.72
2024-04-07,TOOL-1071,WAR,114,0,364,0,2.76,314.64
2024-04-07,TOOL-1077,WAR,46,0,240,0,1.95,89.7
2024-04-07,TOOL-1087,WAR,23,0,42,0,2.2,50.6
2024-04-07,TOOL-1092,WAR,184,0,0,0,23.14,4257.76
2024-04-07,TOOL-1110,WAR,21,0,144,0,20.39,428.19
2024-04-07,TOOL-1128,WAR,253,0,191,0,2.51,635.03
2024-04-07,TOOL-1137,WAR,28,0,0,0,21.43,600.04
2024-04-07,TOOL-1144,WAR,103,0,0,0,1.04,107.12
2024-04-07,TOOL-1149,WAR,119,0,0,0,2.44,290.36
2024-04-07,TOOL-1155,WAR,58,0,72,0,30.22,1752.76
2024-04-07,TOOL-1163,WAR,50,0,0,0,6.81,340.5
2024-04-07,TOOL-1175,WAR,29,0,0,0,2.81,81.49
2024-04-07,TOOL-1182,WAR,25,0,90,0,1.88,47.0
2024-04-07,TOOL-1201,WAR,22,0,0,0,11.89,261.58
2024-04-07,TOOL-1219,WAR,65,0,0,0,0.87,56.55
2024-04-07,VALV-1007,WAR,27,0,0,0,11.64,314.28
2024-04-07,VALV-1024,WAR,13,0,0,0,117.53,1527.89
2024-04-07,VALV-1056,WAR,60,0,0,0,19.03,1141.8
2024-04-07,VALV-1065,WAR,16,0,20,0,91.85,1469.6
2024-04-07,VALV-1084,WAR,33,0,84,0,111.46,3678.18
2024-04-07,VALV-1091,WAR,20,0,112,0,69.35,1387.0
2024-04-07,VALV-1102,WAR,42,0,0,0,60.99,2561.58
2024-04-07,VALV-1110,WAR,5,0,20,0,11.82,59.1
2024-04-07,VALV-1121,WAR,40,0,0,0,82.33,3293.2
2024-04-07,VALV-1152,WAR,66,0,0,4,6.54,431.64
2024-04-07,VALV-1192,WAR,0,0,138,4,38.41,0.0
2024-04-07,VALV-1204,WAR,6,0,19,0,37.76,226.56
2024-04-07,VALV-1215,WAR,25,0,0,0,20.92,523.0
2024-04-07,VENT-1019,WAR,7,0,66,0,58.59,410.13
2024-04-07,VENT-1084,WAR,16,0,0,0,39.34,629.44
2024-04-07,VENT-1095,WAR,12,0,0,0,143.18,1718.16
2024-04-07,VENT-1119,WAR,28,0,0,0,634.96,17778.88
2024-04-07,VENT-1214,WAR,11,0,0,0,159.82,1758.02
2024-04-14,DRAIN-1005,DAV,3,0,72,0,6.98,20.94
2024-04-14,DRAIN-1009,DAV,27,0,0,0,7.21,194.67
2024-04-14,DRAIN-1016,DAV,58,0,0,0,74.08,4296.64
2024-04-14,DRAIN-1025,DAV,25,0,0,0,59.58,1489.5
2024-04-14,DRAIN-1033,DAV,41,0,0,0,8.73,357.93
2024-04-14,DRAIN-1037,DAV,14,0,24,0,22.92,320.88
2024-04-14,DRAIN-1047,DAV,93,0,0,0,170.48,15854.64
2024-04-14,DRAIN-1051,DAV,14,0,24,0,127.13,1779.82
2024-04-14,DRAIN-1056,DAV,17,0,24,0,23.34,396.78
2024-04-14,DRAIN-1068,DAV,13,0,24,0,9.61,124.93
2024-04-14,DRAIN-1075,DAV,26,0,0,0,62.27,1619.02
2024-04-14,DRAIN-1082,DAV,6,0,30,0,6.09,36.54
2024-04-14,DRAIN-1084,DAV,24,0,24,0,7.51,180.24
2024-04-14,DRAIN-1095,DAV,98,0,0,0,86.93,8519.14
2024-04-14,DRAIN-1098,DAV,29,0,0,0,36.38,1055.02
2024-04-14,DRAIN-1106,DAV,80,0,0,0,9.59,767.2
2024-04-14,DRAIN-1113,DAV,35,0,0,0,15.45,540.75
2024-04-14,DRAIN-1122,DAV,42,0,0,0,38.45,1614.9
2024-04-14,DRAIN-1130,DAV,31,0,0,0,57.37,1778.47
2024-04-14,DRAIN-1138,DAV,32,0,0,0,151.73,4855.36
2024-04-14,DRAIN-1145,DAV,0,0,46,6,14.52,0.0
2024-04-14,DRAIN-1148,DAV,45,0,0,0,8.82,396.9
2024-04-14,DRAIN-1158,DAV,111,0,0,3,79.85,8863.35
2024-04-14,DRAIN-1161,DAV,44,0,154,0,7.75,341.0
2024-04-14,DRAIN-1173,DAV,46,0,0,0,189.31,8708.26
2024-04-14,DRAIN-1179,DAV,103,0,0,0,103.6,10670.8
2024-04-14,DRAIN-1186,DAV,38,0,0,0,51.92,1972.96
2024-04-14,DRAIN-1192,DAV,16,0,29,0,116.35,1861.6
2024-04-14,DRAIN-1199,DAV,34,0,0,0,5.55,188.7
2024-04-14,DRAIN-1204,DAV,14,0,138,0,6.92,96.88
2024-04-14,DRAIN-1214,DAV,34,5,0,0,35.22,1197.48
2024-04-14,ELEC-1005,DAV,38,0,70,0,27.53,1046.14
2024-04-14,ELEC-1008,DAV,0,0,630,7,4.4,0.0
2024-04-14,ELEC-1014,DAV,81,0,0,0,2.58,208.98
2024-04-14,ELEC-1025,DAV,60,0,0,0,29.14,1748.4
2024-04-14,ELEC-1031,DAV,74,0,0,0,1.87,138.38
2024-04-14,ELEC-1036,DAV,71,0,0,0,2.32,164.72
2024-04-14,ELEC-1046,DAV,55,0,196,0,50.18,2759.9
2024-04-14,ELEC-1049,DAV,189,0,0,0,34.25,6473.25
2024-04-14,ELEC-1057,DAV,81,0,0,0,3.99,323.19
2024-04-14,ELEC-1067,DAV,101,0,0,0,5.17,522.17
2024-04-14,ELEC-1075,DAV,78,24,0,0,29.06,2266.68
2024-04-14,ELEC-1081,DAV,56,0,0,0,14.59,817.04
2024-04-14,ELEC-1088,DAV,119,0,0,0,13.19,1569.61
2024-04-14,ELEC-1094,DAV,175,0,0,0,3.19,558.25
2024-04-14,ELEC-1102,DAV,90,0,0,0,11.5,1035.0
2024-04-14,ELEC-1107,DAV,133,0,0,0,2.46,327.18
2024-04-14,ELEC-1117,DAV,105,0,0,0,3.45,362.25
2024-04-14,ELEC-1119,DAV,85,0,0,0,67.86,5768.1
2024-04-14,ELEC-1131,DAV,0,0,528,5,19.91,0.0
2024-04-14,ELEC-1134,DAV,102,0,0,0,86.42,8814.84
2024-04-14,ELEC-1143,DAV,272,0,0,0,12.73,3462.56
2024-04-14,ELEC-1150,DAV,124,0,0,0,14.82,1837.68
2024-04-14,ELEC-1158,DAV,83,0,0,0,5.04,418.32
2024-04-14,ELEC-1162,DAV,55,0,54,0,23.48,1291.4
2024-04-14,ELEC-1171,DAV,55,0,0,0,48.39,2661.45
2024-04-14,ELEC-1176,DAV,51,0,0,0,13.33,679.83
2024-04-14,ELEC-1184,DAV,181,0,0,0,104.32,18881.92
2024-04-14,ELEC-1194,DAV,62,0,68,0,51.25,3177.5
2024-04-14,ELEC-1197,DAV,66,0,30,0,55.7,3676.2
2024-04-14,ELEC-1204,DAV,60,0,0,0,17.24,1034.4
2024-04-14,ELEC-1214,DAV,97,27,0,0,1.4,135.8
2024-04-14,ELEC-1217,DAV,228,0,0,0,102.47,23363.16
2024-04-14,HEAT-1004,DAV,7,0,0,0,182.59,1278.13
2024-04-14,HEAT-1009,DAV,8,0,0,0,639.53,5116.24
2024-04-14,HEAT-1016,DAV,0,0,66,7,465.08,0.0
2024-04-14,HEAT-1022,DAV,11,0,0,0,214.97,2364.67
2024-04-14,HEAT-1033,DAV,11,0,0,0,784.41,8628.51
2024-04-14,HEAT-1039,DAV,9,0,0,0,260.75,2346.75
2024-04-14,HEAT-1047,DAV,6,0,9,0,418.6,2511.6
2024-04-14,HEAT-1054,DAV,7,0,0,0,495.75,3470.25
2024-04-14,HEAT-1059,DAV,2,0,10,0,273.6,547.2
2024-04-14,HEAT-1064,DAV,0,0,24,7,272.44,0.0
2024-04-14,HEAT-1073,DAV,9,0,0,0,398.65,3587.85
2024-04-14,HEAT-1082,DAV,11,0,15,0,208.28,2291.08
2024-04-14,HEAT-1089,DAV,7,0,0,0,483.09,3381.63
2024-04-14,HEAT-1094,DAV,8,0,0,0,533.73,4269.84
2024-04-14,HEAT-1103,DAV,9,0,4,0,199.77,1797.93
2024-04-14,HEAT-1109,DAV,5,0,5,0,240.01,1200.05
2024-04-14,HEAT-1112,DAV,10,0,0,0,310.28,3102.8
2024-04-14,HEAT-1124,DAV,7,0,24,0,660.03,4620.21
2024-04-14,HEAT-1130,DAV,7,0,0,0,671.58,4701.06
2024-04-14,HEAT-1137,DAV,10,0,0,0,607.2,6072.0
2024-04-14,HEAT-1142,DAV,11,0,0,0,438.21,4820.31
2024-04-14,HEAT-1151,DAV,13,0,0,0,632.44,8221.72
2024-04-14,HEAT-1158,DAV,10,0,0,0,1027.67,10276.7
2024-04-14,HEAT-1161,DAV,0,0,12,7,765.46,0.0
2024-04-14,HEAT-1168,DAV,9,0,0,0,482.94,4346.46
2024-04-14,HEAT-1175,DAV,7,0,0,0,272.03,1904.21
2024-04-14,HEAT-1182,DAV,8,0,0,0,437.58,3500.64
2024-04-14,HEAT-1192,DAV,11,0,0,0,260.38,2864.18
2024-04-14,HEAT-1200,DAV,0,0,8,7,947.65,0.0
2024-04-14,HEAT-1203,DAV,16,0,0,0,584.14,9346.24
2024-04-14,HEAT-1211,DAV,5,0,8,0,404.02,2020.1
2024-04-14,PIPE-1004,DAV,208,625,0,0,1.59,330.72
2024-04-14,PIPE-1011,DAV,426,0,0,0,0.41,174.66
2024-04-14,PIPE-1017,DAV,609,0,858,0,0.49,298.41
2024-04-14,PIPE-1025,DAV,1861,54,0,0,2.1,3908.1
2024-04-14,PIPE-1029,DAV,505,0,0,0,4.29,2166.45
2024-04-14,PIPE-1038,DAV,636,0,0,0,1.07,680.52
2024-04-14,PIPE-1044,DAV,1395,0,0,0,11.03,15386.85
2024-04-14,PIPE-1054,DAV,210,0,0,0,0.46,96.6
2024-04-14,PIPE-1061,DAV,956,92,0,0,1.93,1845.08
2024-04-14,PIPE-1064,DAV,235,0,0,0,8.26,1941.1
2024-04-14,PIPE-1070,DAV,0,0,372,7,13.14,0.0
2024-04-14,PIPE-1079,DAV,311,0,0,0,0.71,220.81
2024-04-14,PIPE-1088,DAV,89,0,616,0,0.27,24.03
2024-04-14,PIPE-1094,DAV,137,0,198,0,7.75,1061.75
2024-04-14,PIPE-1101,DAV,249,95,0,0,1.81,450.69
2024-04-14,PIPE-1109,DAV,240,0,0,0,3.39,813.6
2024-04-14,PIPE-1117,DAV,192,0,0,0,5.56,1067.52
2024-04-14,PIPE-1119,DAV,0,0,1876,7,6.85,0.0
2024-04-14,PIPE-1126,DAV,118,0,150,0,7.47,881.46
2024-04-14,PIPE-1135,DAV,198,0,0,0,4.09,809.82
2024-04-14,PIPE-1142,DAV,162,0,0,0,0.43,69.66
2024-04-14,PIPE-1150,DAV,802,0,791,0,0.34,272.68
2024-04-14,PIPE-1156,DAV,326,0,0,0,0.38,123.88
2024-04-14,PIPE-1165,DAV,176,0,0,0,14.26,2509.76
2024-04-14,PIPE-1168,DAV,0,0,2118,7,0.88,0.0
2024-04-14,PIPE-1175,DAV,297,0,0,0,0.28,83.16
2024-04-14,PIPE-1186,DAV,279,0,0,0,0.91,253.89
2024-04-14,PIPE-1189,DAV,167,0,0,0,1.1,183.7
2024-04-14,PIPE-1201,DAV,1374,0,0,0,11.53,15842.22
2024-04-14,PIPE-1206,DAV,332,0,0,0,0.55,182.6
2024-04-14,PIPE-1214,DAV,80,0,152,0,0.42,33.6
2024-04-14,RENW-1000,DAV,7,0,5,0,1714.07,11998.49
2024-04-14,RENW-1010,DAV,11,0,0,0,2813.13,30944.43
2024-04-14,RENW-1018,DAV,4,0,0,0,1804.95,7219.8
2024-04-14,RENW-1022,DAV,2,0,5,0,1193.04,2386.08
2024-04-14,RENW-1031,DAV,8,0,0,0,2045.12,16360.96
2024-04-14,RENW-1035,DAV,10,0,9,0,1402.88,14028.8
2024-04-14,RENW-1042,DAV,5,0,6,0,775.57,3877.85
2024-04-14,RENW-1053,DAV,15,0,0,0,1889.75,28346.25
2024-04-14,RENW-1061,DAV,4,0,10,0,1692.38,6769.52
2024-04-14,RENW-1068,DAV,4,0,3,0,2815.42,11261.68
2024-04-14,RENW-1070,DAV,5,0,0,0,987.87,4939.35
2024-04-14,RENW-1081,DAV,2,0,3,0,2058.4,4116.8
2024-04-14,RENW-1087,DAV,4,0,36,0,1021.51,4086.04
2024-04-14,RENW-1095,DAV,2,0,9,0,2143.49,4286.98
2024-04-14,RENW-1100,DAV,22,2,0,0,659.32,14505.04
2024-04-14,RENW-1105,DAV,6,0,0,0,2704.19,16225.14
2024-04-14,RENW-1112,DAV,11,0,0,0,704.73,7752.03
2024-04-14,RENW-1122,DAV,7,0,0,0,1114.35,7800.45
2024-04-14,RENW-1127,DAV,5,0,0,0,1229.11,6145.55
2024-04-14,RENW-1134,DAV,4,0,0,0,695.03,2780.12
2024-04-14,RENW-1145,DAV,14,0,0,0,2465.1,34511.4
2024-04-14,RENW-1152,DAV,5,0,6,0,1901.36,9506.8
2024-04-14,RENW-1158,DAV,6,0,0,0,2165.95,12995.7
2024-04-14,RENW-1161,DAV,8,0,11,0,690.82,5526.56
2024-04-14,RENW-1171,DAV,8,0,0,0,726.6,5812.8
2024-04-14,RENW-1180,DAV,0,0,20,7,1919.53,0.0
2024-04-14,RENW-1186,DAV,7,0,0,0,1442.62,10098.34
2024-04-14,RENW-1192,DAV,10,0,0,0,1176.59,11765.9
2024-04-14,RENW-1201,DAV,6,0,0,0,989.66,5937.96
2024-04-14,RENW-1203,DAV,9,0,0,0,759.64,6836.76
2024-04-14,RENW-1212,DAV,5,0,4,0,1983.83,9919.15
2024-04-14,TOOL-1003,DAV,59,0,0,0,28.13,1659.67
2024-04-14,TOOL-1007,DAV,36,0,0,0,1.86,66.96
2024-04-14,TOOL-1018,DAV,42,0,80,0,1.1,46.2
2024-04-14,TOOL-1021,DAV,103,0,0,0,1.71,176.13
2024-04-14,TOOL-1031,DAV,138,0,147,0,11.11,1533.18
2024-04-14,TOOL-1037,DAV,43,0,0,0,1.91,82.13
2024-04-14,TOOL-1047,DAV,36,0,36,0,1.01,36.36
2024-04-14,TOOL-1051,DAV,89,0,77,0,0.82,72.98
2024-04-14,TOOL-1056,DAV,54,0,0,0,9.33,503.82
2024-04-14,TOOL-1067,DAV,375,0,28,0,6.93,2598.75
2024-04-14,TOOL-1071,DAV,312,0,0,0,2.79,870.48
2024-04-14,TOOL-1077,DAV,210,0,240,0,2.14,449.4
2024-04-14,TOOL-1087,DAV,46,0,0,0,2.21,101.66
2024-04-14,TOOL-1092,DAV,156,0,70,0,26.86,4190.16
2024-04-14,TOOL-1100,DAV,38,0,0,0,22.5,855.0
2024-04-14,TOOL-1110,DAV,40,0,0,0,20.5,820.0
2024-04-14,TOOL-1115,DAV,44,0,0,0,1.03,45.32
2024-04-14,TOOL-1124,DAV,25,0,36,0,21.78,544.5
2024-04-14,TOOL-1128,DAV,372,16,0,0,2.53,941.16
2024-04-14,TOOL-1137,DAV,61,0,0,0,21.37,1303.57
2024-04-14,TOOL-1144,DAV,90,0,90,0,1.05,94.5
2024-04-14,TOOL-1149,DAV,129,0,0,0,2.65,341.85
2024-04-14,TOOL-1155,DAV,109,0,0,0,31.0,3379.0
2024-04-14,TOOL-1163,DAV,65,0,0,0,6.77,440.05
2024-04-14,TOOL-1171,DAV,39,0,0,0,16.73,652.47
2024-04-14,TOOL-1175,DAV,28,0,102,0,2.77,77.56
2024-04-14,TOOL-1182,DAV,50,0,0,0,1.88,94.0
2024-04-14,TOOL-1192,DAV,35,0,0,0,4.12,144.2
2024-04-14,TOOL-1201,DAV,28,0,36,0,11.74,328.72
2024-04-14,TOOL-1205,DAV,8,0,96,0,1.19,9.52
2024-04-14,TOOL-1214,DAV,45,19,0,0,9.88,444.6
2024-04-14,TOOL-1219,DAV,58,0,0,0,0.85,49.3
2024-04-14,VALV-1002,DAV,15,0,0,0,50.0,750.0
2024-04-14,VALV-1007,DAV,24,0,0,0,11.51,276.24
2024-04-14,VALV-1014,DAV,48,0,0,0,38.67,1856.16
2024-04-14,VALV-1024,DAV,24,0,0,0,117.31,2815.44
2024-04-14,VALV-1030,DAV,21,0,0,0,25.14,527.94
2024-04-14,VALV-1037,DAV,24,0,0,0,32.95,790.8
2024-04-14,VALV-1042,DAV,0,0,48,7,12.74,0.0
2024-04-14,VALV-1052,DAV,15,0,0,0,11.42,171.3
2024-04-14,VALV-1056,DAV,35,0,78,0,24.46,856.1
2024-04-14,VALV-1065,DAV,14,0,34,0,92.15,1290.1
2024-04-14,VALV-1075,DAV,29,0,0,0,26.81,777.49
2024-04-14,VALV-1080,DAV,43,0,0,0,129.94,5587.42
2024-04-14,VALV-1084,DAV,25,0,84,0,112.15,2803.75
2024-04-14,VALV-1091,DAV,42,3,43,0,68.28,2867.76
2024-04-14,VALV-1102,DAV,74,0,0,0,49.25,3644.5
2024-04-14,VALV-1110,DAV,19,0,23,0,11.82,224.58
2024-04-14,VALV-1113,DAV,28,0,0,0,9.0,252.0
2024-04-14,VALV-1121,DAV,4,0,42,0,82.35,329.4
2024-04-14,VALV-1130,DAV,28,0,0,0,18.52,518.56
2024-04-14,VALV-1137,DAV,34,0,0,0,65.13,2214.42
2024-04-14,VALV-1140,DAV,17,0,15,0,19.2,326.4
2024-04-14,VALV-1152,DAV,5,0,66,0,9.2,46.0
2024-04-14,VALV-1154,DAV,28,0,0,0,52.33,1465.24
2024-04-14,VALV-1163,DAV,17,0,0,0,73.29,1245.93
2024-04-14,VALV-1172,DAV,36,0,0,0,53.28,1918.08
2024-04-14,VALV-1175,DAV,15,0,16,0,27.59,413.85
2024-04-14,VALV-1187,DAV,30,0,0,0,11.21,336.3
2024-04-14,VALV-1192,DAV,29,0,138,0,38.41,1113.89
2024-04-14,VALV-1196,DAV,24,0,0,0,35.71,857.04
2024-04-14,VALV-1204,DAV,24,0,21,0,38.37,920.88
2024-04-14,VALV-1215,DAV,35,0,0,0,17.03,596.05
2024-04-14,VENT-1002,DAV,3,0,18,0,58.65,175.95
2024-04-14,VENT-1009,DAV,16,0,0,0,423.57,6777.12
2024-04-14,VENT-1019,DAV,13,10,26,0,58.47,760.11
2024-04-14,VENT-1026,DAV,8,0,0,0,56.78,454.24
2024-04-14,VENT-1028,DAV,8,0,0,0,394.25,3154.0
2024-04-14,VENT-1040,DAV,8,0,0,0,25.79,206.32
2024-04-14,VENT-1043,DAV,22,0,0,0,47.24,1039.28
2024-04-14,VENT-1053,DAV,9,0,0,0,31.65,284.85
2024-04-14,VENT-1060,DAV,11,0,0,0,120.19,1322.09
2024-04-14,VENT-1066,DAV,10,0,0,0,42.64,426.4
2024-04-14,VENT-1075,DAV,5,0,6,0,180.28,901.4
2024-04-14,VENT-1080,DAV,9,0,0,0,81.53,733.77
2024-04-14,VENT-1084,DAV,9,0,0,0,39.73,357.57
2024-04-14,VENT-1095,DAV,28,4,0,0,143.36,4014.08
2024-04-14,VENT-1103,DAV,14,0,0,0,182.36,2553.04
2024-04-14,VENT-1105,DAV,7,0,6,0,159.12,1113.84
2024-04-14,VENT-1115,DAV,7,0,6,0,40.82,285.74
2024-04-14,VENT-1119,DAV,17,0,26,0,627.68,10670.56
2024-04-14,VENT-1129,DAV,9,0,9,0,53.62,482.58
2024-04-14,VENT-1134,DAV,8,0,0,0,47.0,376.0
2024-04-14,VENT-1141,DAV,0,0,12,7,165.39,0.0
2024-04-14,VENT-1149,DAV,19,0,0,0,47.86,909.34
2024-04-14,VENT-1158,DAV,7,0,14,0,114.74,803.18
2024-04-14,VENT-1161,DAV,8,0,0,0,347.32,2778.56
2024-04-14,VENT-1168,DAV,19,0,0,0,161.59,3070.21
2024-04-14,VENT-1176,DAV,10,0,0,0,43.52,435.2
2024-04-14,VENT-1185,DAV,8,0,6,0,70.98,567.84
2024-04-14,VENT-1192,DAV,8,0,0,0,501.97,4015.76
2024-04-14,VENT-1199,DAV,8,0,9,0,65.09,520.72
2024-04-14,VENT-1205,DAV,11,0,0,0,24.71,271.81
2024-04-14,VENT-1214,DAV,45,0,0,0,123.81,5571.45
2024-04-14,DRAIN-1016,LIV,71,0,0,0,74.18,5266.78
2024-04-14,DRAIN-1047,LIV,54,0,0,0,171.94,9284.76
2024-04-14,DRAIN-1095,LIV,141,0,0,0,88.82,12523.62
2024-04-14,DRAIN-1106,LIV,13,0,132,0,9.59,124.67
2024-04-14,DRAIN-1158,LIV,44,0,264,0,78.85,3469.4
2024-04-14,DRAIN-1161,LIV,53,0,76,0,7.8,413.4
2024-04-14,DRAIN-1179,LIV,109,0,0,0,103.21,11249.89
2024-04-14,ELEC-1008,LIV,35,0,630,0,4.45,155.75
2024-04-14,ELEC-1049,LIV,472,12,0,0,34.68,16368.96
2024-04-14,ELEC-1088,LIV,298,0,0,0,10.79,3215.42
2024-04-14,ELEC-1094,LIV,439,0,0,0,2.41,1057.99
2024-04-14,ELEC-1107,LIV,197,0,0,0,2.44,480.68
2024-04-14,ELEC-1131,LIV,148,0,190,0,19.89,2943.72
2024-04-14,ELEC-1134,LIV,96,0,144,0,87.23,8374.08
2024-04-14,ELEC-1143,LIV,65,0,288,0,16.37,1064.05
2024-04-14,ELEC-1184,LIV,76,0,273,0,104.72,7958.72
2024-04-14,ELEC-1204,LIV,111,0,0,0,17.41,1932.51
2024-04-14,ELEC-1214,LIV,127,0,0,0,1.38,175.26
2024-04-14,ELEC-1217,LIV,386,0,0,0,102.22,39456.92
2024-04-14,HEAT-1016,LIV,0,0,66,7,471.86,0.0
2024-04-14,HEAT-1064,LIV,19,0,0,0,220.34,4186.46
2024-04-14,HEAT-1082,LIV,6,0,20,0,207.91,1247.46
2024-04-14,HEAT-1130,LIV,21,0,0,0,659.88,13857.48
2024-04-14,HEAT-1142,LIV,2,0,28,0,436.92,873.84
2024-04-14,HEAT-1203,LIV,1,0,30,0,584.22,584.22
2024-04-14,PIPE-1004,LIV,589,0,0,0,1.62,954.18
2024-04-14,PIPE-1017,LIV,1727,0,0,0,0.5,863.5
2024-04-14,PIPE-1025,LIV,2688,0,0,0,1.94,5214.72
2024-04-14,PIPE-1029,LIV,458,0,0,0,4.33,1983.14
2024-04-14,PIPE-1038,LIV,227,0,468,0,1.07,242.89
2024-04-14,PIPE-1044,LIV,2767,0,0,0,11.04,30547.68
2024-04-14,PIPE-1061,LIV,778,0,990,0,1.5,1167.0
2024-04-14,PIPE-1064,LIV,389,0,0,0,8.18,3182.02
2024-04-14,PIPE-1101,LIV,654,0,0,1,1.43,935.22
2024-04-14,PIPE-1109,LIV,22,0,1400,0,3.42,75.24
2024-04-14,PIPE-1119,LIV,0,0,1876,7,6.85,0.0
2024-04-14,PIPE-1142,LIV,410,0,0,0,0.43,176.3
2024-04-14,PIPE-1150,LIV,1313,0,0,0,0.29,380.77
2024-04-14,PIPE-1165,LIV,88,0,510,0,14.26,1254.88
2024-04-14,PIPE-1168,LIV,402,0,2118,0,0.88,353.76
2024-04-14,PIPE-1201,LIV,1140,0,0,0,11.63,13258.2
2024-04-14,PIPE-1206,LIV,307,0,0,0,0.54,165.78
2024-04-14,RENW-1000,LIV,0,0,42,3,1684.22,0.0
2024-04-14,RENW-1087,LIV,17,0,0,0,1010.57,17179.69
2024-04-14,RENW-1100,LIV,65,0,0,0,652.11,42387.15
2024-04-14,TOOL-1018,LIV,88,0,0,0,1.11,97.68
2024-04-14,TOOL-1021,LIV,30,0,238,0,1.69,50.7
2024-04-14,TOOL-1031,LIV,220,0,147,0,11.17,2457.4
2024-04-14,TOOL-1067,LIV,287,0,258,0,5.85,1678.95
2024-04-14,TOOL-1071,LIV,666,0,0,0,2.74,1824.84
2024-04-14,TOOL-1077,LIV,248,0,0,0,2.45,607.6
2024-04-14,TOOL-1087,LIV,131,0,0,0,2.2,288.2
2024-04-14,TOOL-1092,LIV,270,0,0,0,23.02,6215.4
2024-04-14,TOOL-1110,LIV,114,0,0,0,16.12,1837.68
2024-04-14,TOOL-1128,LIV,345,0,0,0,2.53,872.85
2024-04-14,TOOL-1137,LIV,115,0,0,0,21.32,2451.8
2024-04-14,TOOL-1163,LIV,4,0,108,0,6.8,27.2
2024-04-14,TOOL-1219,LIV,92,0,0,0,0.86,79.12
2024-04-14,VALV-1007,LIV,54,0,0,0,11.61,626.94
2024-04-14,VALV-1056,LIV,83,0,0,0,19.69,1634.27
2024-04-14,VALV-1084,LIV,114,0,0,0,88.85,10128.9
2024-04-14,VALV-1091,LIV,43,4,112,0,68.9,2962.7
2024-04-14,VALV-1102,LIV,65,0,0,0,49.41,3211.65
2024-04-14,VALV-1121,LIV,64,0,0,0,82.56,5283.84
2024-04-14,VALV-1152,LIV,5,0,66,0,9.18,45.9
2024-04-14,VALV-1192,LIV,66,0,138,0,38.16,2518.56
2024-04-14,VENT-1019,LIV,43,0,0,0,58.87,2531.41
2024-04-14,VENT-1084,LIV,50,0,0,0,31.42,1571.0
2024-04-14,VENT-1095,LIV,29,0,0,0,143.51,4161.79
2024-04-14,VENT-1119,LIV,21,0,0,0,630.03,13230.63
2024-04-14,DRAIN-1016,WAR,68,0,0,0,73.71,5012.28
2024-04-14,DRAIN-1047,WAR,56,0,0,0,172.82,9677.92
2024-04-14,DRAIN-1095,WAR,98,0,0,0,87.36,8561.28
2024-04-14,DRAIN-1106,WAR,0,0,132,6,9.56,0.0
2024-04-14,DRAIN-1113,WAR,15,0,114,0,15.57,233.55
2024-04-14,DRAIN-1145,WAR,24,0,38,0,14.43,346.32
2024-04-14,DRAIN-1158,WAR,107,0,0,0,60.94,6520.58
2024-04-14,DRAIN-1161,WAR,24,0,154,0,7.8,187.2
2024-04-14,DRAIN-1179,WAR,131,7,0,0,103.61,13572.91
2024-04-14,DRAIN-1204,WAR,0,0,96,7,6.9,0.0
2024-04-14,DRAIN-1214,WAR,24,0,0,0,35.19,844.56
2024-04-14,ELEC-1008,WAR,0,0,630,6,4.46,0.0
2024-04-14,ELEC-1025,WAR,101,0,0,0,29.37,2966.37
2024-04-14,ELEC-1036,WAR,50,0,0,0,2.31,115.5
2024-04-14,ELEC-1046,WAR,45,0,54,0,51.15,2301.75
2024-04-14,ELEC-1049,WAR,101,22,338,0,34.15,3449.15
2024-04-14,ELEC-1088,WAR,114,25,0,0,13.18,1502.52
2024-04-14,ELEC-1094,WAR,91,0,0,0,3.23,293.93
2024-04-14,ELEC-1107,WAR,153,0,0,2,2.43,371.79
2024-04-14,ELEC-1117,WAR,0,0,224,7,3.44,0.0
2024-04-14,ELEC-1131,WAR,65,0,378,0,19.91,1294.15
2024-04-14,ELEC-1134,WAR,107,0,0,0,87.38,9349.66
2024-04-14,ELEC-1143,WAR,78,0,0,0,16.47,1284.66
