sales_order_number,line_number,sku,quantity_ordered,quantity_despatched,unit_price_gbp,line_discount_pct,line_status
SO-2024-00830,2,PIPE-1061,65,65,2.76,10.17,Despatched in full
SO-2024-00830,3,TOOL-1110,15,8,32.45,6.59,Short shipped
SO-2024-00830,4,HEAT-1203,1,1,796.37,11.02,Despatched in full
SO-2024-00831,1,HEAT-1016,2,2,434.99,37.77,Despatched in full
SO-2024-00831,2,PIPE-1201,41,41,11.65,41.92,Despatched in full
SO-2024-00831,3,HEAT-1082,1,1,194.25,36.31,Despatched in full
SO-2024-00832,1,DRAIN-1016,3,3,87.55,25.17,Despatched in full
SO-2024-00832,2,VALV-1152,4,4,8.61,32.28,Despatched in full
SO-2024-00832,3,ELEC-1184,21,21,129.69,10.56,Despatched in full
SO-2024-00832,4,RENW-1100,1,1,729.87,21.35,Despatched in full
SO-2024-00832,5,DRAIN-1161,11,11,7.74,30.69,Despatched in full
SO-2024-00832,6,TOOL-1163,13,13,8.91,19.6,Despatched in full
SO-2024-00832,7,PIPE-1029,74,74,5.38,25.39,Despatched in full
SO-2024-00833,1,HEAT-1016,2,1,529.84,24.2,Short shipped
SO-2024-00833,2,TOOL-1219,20,20,1.37,8.67,Despatched in full
SO-2024-00833,3,ELEC-1214,24,24,1.82,9.48,Despatched in full
SO-2024-00833,4,PIPE-1101,69,11,2.7,5.95,Short shipped
SO-2024-00834,1,ELEC-1049,40,40,41.86,13.15,Despatched in full
SO-2024-00834,2,ELEC-1204,6,6,21.8,13.5,Despatched in full
SO-2024-00834,3,VALV-1121,5,0,98.75,17.02,Cancelled
SO-2024-00835,1,PIPE-1061,45,45,2.34,23.84,Despatched in full
SO-2024-00835,2,PIPE-1206,24,24,0.69,24.65,Despatched in full
SO-2024-00835,3,VENT-1095,2,2,155.34,29.07,Despatched in full
SO-2024-00836,1,VENT-1084,2,2,50.9,13.0,Despatched in full
SO-2024-00836,2,RENW-1180,1,1,2468.0,9.96,Despatched in full
SO-2024-00837,1,PIPE-1038,94,94,1.75,20.25,Despatched in full
SO-2024-00837,2,DRAIN-1095,5,0,129.86,21.77,Not available
SO-2024-00837,3,TOOL-1144,8,8,1.64,27.3,Despatched in full
SO-2024-00837,4,VALV-1080,3,3,134.3,24.97,Despatched in full
SO-2024-00837,5,TOOL-1205,14,14,1.74,29.53,Despatched in full
SO-2024-00837,6,DRAIN-1158,6,6,91.08,24.73,Despatched in full
SO-2024-00838,1,DRAIN-1106,7,7,11.9,22.09,Despatched in full
SO-2024-00838,2,ELEC-1102,37,37,14.95,5.95,Despatched in full
SO-2024-00838,3,DRAIN-1161,2,2,10.17,8.92,Despatched in full
SO-2024-00838,4,PIPE-1201,64,64,16.26,18.88,Despatched in full
SO-2024-00838,5,TOOL-1018,7,7,1.78,5.0,Despatched in full
SO-2024-00839,1,RENW-1035,1,1,1620.35,9.83,Despatched in full
SO-2024-00839,2,DRAIN-1122,4,4,52.4,12.22,Despatched in full
SO-2024-00839,3,DRAIN-1009,13,13,9.35,15.42,Despatched in full
SO-2024-00839,4,TOOL-1137,5,5,30.35,10.34,Despatched in full
SO-2024-00839,5,RENW-1203,1,1,1017.91,6.01,Despatched in full
SO-2024-00840,1,ELEC-1204,12,12,23.25,7.74,Despatched in full
SO-2024-00840,2,TOOL-1031,9,9,19.47,15.73,Despatched in full
SO-2024-00840,3,DRAIN-1009,4,4,8.46,23.43,Despatched in full
SO-2024-00840,4,TOOL-1077,5,5,3.4,14.34,Despatched in full
SO-2024-00841,1,TOOL-1128,17,17,4.0,2.14,Despatched in full
SO-2024-00841,2,VENT-1084,2,2,55.74,4.72,Despatched in full
SO-2024-00842,1,HEAT-1103,1,1,242.04,21.67,Despatched in full
SO-2024-00842,2,RENW-1127,1,1,1191.5,29.33,Despatched in full
SO-2024-00843,1,TOOL-1031,13,13,19.59,15.2,Despatched in full
SO-2024-00843,2,VENT-1002,2,2,79.56,12.28,Despatched in full
SO-2024-00843,3,VENT-1199,1,1,80.84,15.31,Despatched in full
SO-2024-00843,4,RENW-1192,2,2,1324.99,16.51,Despatched in full
SO-2024-00843,5,RENW-1053,2,2,3171.57,5.58,Despatched in full
SO-2024-00843,6,PIPE-1168,63,0,1.23,13.81,Not available
SO-2024-00844,1,PIPE-1168,96,0,1.21,15.59,Not available
SO-2024-00844,2,DRAIN-1113,6,6,20.78,15.8,Despatched in full
SO-2024-00844,3,ELEC-1094,17,17,3.74,18.42,Despatched in full
SO-2024-00844,4,VENT-1176,2,2,54.07,20.5,Despatched in full
SO-2024-00845,1,RENW-1203,1,1,982.93,9.24,Despatched in full
SO-2024-00845,2,VENT-1168,3,3,295.28,5.36,Despatched in full
SO-2024-00845,3,DRAIN-1161,15,15,9.35,16.28,Despatched in full
SO-2024-00846,1,VALV-1037,2,2,40.29,11.65,Despatched in full
SO-2024-00846,2,RENW-1100,2,2,824.16,11.19,Despatched in full
SO-2024-00846,3,PIPE-1061,25,25,2.77,9.76,Despatched in full
SO-2024-00847,1,TOOL-1182,10,0,3.62,10.29,Not available
SO-2024-00847,2,ELEC-1088,16,16,17.69,11.28,Despatched in full
SO-2024-00847,3,HEAT-1137,2,2,793.04,10.29,Despatched in full
SO-2024-00847,4,DRAIN-1113,9,9,23.91,3.14,Despatched in full
SO-2024-00848,1,PIPE-1109,60,60,5.67,0.0,Returned
SO-2024-00848,2,RENW-1203,1,1,976.32,9.85,Despatched in full
SO-2024-00849,1,DRAIN-1179,7,7,125.2,18.7,Despatched in full
SO-2024-00849,2,ELEC-1117,17,17,4.89,1.93,Despatched in full
SO-2024-00849,3,RENW-1042,2,2,745.5,27.41,Despatched in full
SO-2024-00849,4,VENT-1158,2,2,162.5,8.19,Despatched in full
SO-2024-00849,5,RENW-1171,1,0,860.7,6.14,Cancelled
SO-2024-00850,1,PIPE-1061,51,51,2.56,16.67,Despatched in full
SO-2024-00850,2,RENW-1100,1,1,854.04,7.97,Despatched in full
SO-2024-00851,1,TOOL-1175,18,18,4.77,0.0,Despatched in full
SO-2024-00852,1,DRAIN-1145,17,17,17.35,22.17,Despatched in full
SO-2024-00853,1,DRAIN-1047,3,3,255.28,10.74,Despatched in full
SO-2024-00853,2,VALV-1084,8,0,132.11,18.95,Not available
SO-2024-00854,1,DRAIN-1113,9,9,24.18,2.03,Despatched in full
SO-2024-00854,2,TOOL-1128,111,111,3.45,15.77,Despatched in full
SO-2024-00854,3,PIPE-1201,57,57,17.37,13.39,Despatched in full
SO-2024-00854,4,ELEC-1107,34,34,3.08,7.77,Despatched in full
SO-2024-00854,5,VALV-1024,4,4,165.02,6.24,Despatched in full
SO-2024-00854,6,DRAIN-1106,10,10,13.39,12.32,Despatched in full
SO-2024-00854,7,ELEC-1184,27,27,125.14,13.7,Despatched in full
SO-2024-00855,1,DRAIN-1016,18,15,98.82,15.54,Short shipped
SO-2024-00856,1,DRAIN-1016,5,0,107.69,7.96,Not available
SO-2024-00857,1,TOOL-1092,12,12,41.72,15.2,Despatched in full
SO-2024-00857,2,TOOL-1077,13,13,3.58,9.83,Despatched in full
SO-2024-00857,3,TOOL-1067,8,8,10.58,15.33,Despatched in full
SO-2024-00857,4,VALV-1121,2,2,91.7,22.94,Despatched in full
SO-2024-00858,1,TOOL-1067,18,18,11.88,4.92,Despatched in full
SO-2024-00858,2,VALV-1056,7,4,28.93,22.24,Short shipped
SO-2024-00858,3,PIPE-1004,25,0,2.53,6.64,Cancelled
SO-2024-00858,4,PIPE-1168,78,0,1.31,8.17,Not available
SO-2024-00859,1,ELEC-1025,40,40,43.4,3.54,Returned
SO-2024-00859,2,PIPE-1119,41,41,10.56,0.0,Despatched in full
SO-2024-00859,3,RENW-1100,1,1,901.46,2.86,Despatched in full
SO-2024-00859,4,DRAIN-1016,4,4,115.96,0.89,Despatched in full
SO-2024-00859,5,RENW-1000,4,4,2197.98,12.64,Despatched in full
SO-2024-00859,6,VALV-1007,7,7,17.2,8.34,Despatched in full
SO-2024-00859,7,VALV-1091,1,1,73.11,22.27,Despatched in full
SO-2024-00859,8,VALV-1192,4,0,48.48,10.65,Not available
SO-2024-00860,1,PIPE-1206,25,25,0.85,6.13,Despatched in full
SO-2024-00860,2,TOOL-1031,5,5,22.72,1.66,Despatched in full
SO-2024-00860,3,HEAT-1016,2,0,623.3,10.83,Not available
SO-2024-00861,1,VALV-1192,5,5,43.98,18.95,Despatched in full
SO-2024-00861,2,TOOL-1128,6,6,3.68,9.97,Despatched in full
SO-2024-00861,3,PIPE-1168,31,0,1.35,5.38,Cancelled
SO-2024-00862,1,TOOL-1092,8,0,43.13,12.34,Cancelled
SO-2024-00862,2,HEAT-1059,1,1,331.52,13.89,Despatched in full
SO-2024-00862,3,VALV-1192,12,12,47.58,12.32,Despatched in full
SO-2024-00863,1,HEAT-1192,2,2,316.49,11.84,Despatched in full
SO-2024-00864,1,VENT-1205,1,1,31.2,17.72,Despatched in full
SO-2024-00864,2,DRAIN-1158,9,9,104.33,13.78,Despatched in full
SO-2024-00864,3,PIPE-1201,67,67,18.08,9.82,Despatched in full
SO-2024-00865,1,RENW-1100,1,1,872.41,5.99,Despatched in full
SO-2024-00865,2,TOOL-1071,7,7,4.86,11.88,Despatched in full
SO-2024-00865,3,HEAT-1039,2,2,318.88,14.51,Despatched in full
SO-2024-00865,4,VENT-1019,1,1,78.44,5.76,Despatched in full
SO-2024-00865,5,PIPE-1061,35,35,3.04,0.87,Despatched in full
SO-2024-00866,1,VENT-1134,1,1,51.33,21.0,Despatched in full
SO-2024-00866,2,PIPE-1135,34,34,5.36,21.06,Despatched in full
SO-2024-00866,3,VALV-1113,9,9,11.22,15.46,Despatched in full
SO-2024-00867,1,DRAIN-1179,14,14,147.86,3.99,Despatched in full
SO-2024-00868,1,DRAIN-1047,5,5,266.15,6.94,Despatched in full
SO-2024-00869,1,VENT-1019,3,3,76.69,7.86,Despatched in full
SO-2024-00869,2,DRAIN-1158,6,0,101.53,16.09,Cancelled
SO-2024-00870,1,RENW-1100,1,1,805.5,13.2,Despatched in full
SO-2024-00870,2,TOOL-1071,6,6,4.35,21.07,Despatched in full
SO-2024-00871,1,TOOL-1087,8,8,3.48,9.71,Despatched in full
SO-2024-00871,2,RENW-1035,2,2,1670.49,7.04,Despatched in full
SO-2024-00871,3,VALV-1091,4,4,91.81,2.39,Despatched in full
SO-2024-00871,4,PIPE-1168,53,0,1.43,0.16,Not available
SO-2024-00871,5,HEAT-1168,1,1,741.92,2.89,Despatched in full
SO-2024-00871,6,VENT-1009,1,1,635.95,1.86,Despatched in full
SO-2024-00871,7,DRAIN-1037,9,9,36.47,0.0,Despatched in full
SO-2024-00871,8,DRAIN-1130,20,20,85.72,8.08,Despatched in full
SO-2024-00872,1,ELEC-1094,24,24,4.19,8.53,Despatched in full
SO-2024-00872,2,RENW-1095,1,1,2601.03,17.48,Despatched in full
SO-2024-00873,1,TOOL-1021,17,17,2.54,13.37,Despatched in full
SO-2024-00873,2,HEAT-1192,1,1,293.37,18.28,Despatched in full
SO-2024-00873,3,VENT-1002,2,2,89.44,1.39,Despatched in full
SO-2024-00874,1,DRAIN-1084,9,9,8.94,17.49,Despatched in full
SO-2024-00874,2,TOOL-1031,9,9,19.24,16.73,Despatched in full
SO-2024-00874,3,VENT-1214,1,0,226.61,6.36,Not available
SO-2024-00875,1,RENW-1161,1,1,659.25,26.75,Despatched in full
SO-2024-00875,2,VALV-1024,3,3,139.9,20.51,Despatched in full
SO-2024-00875,3,VENT-1009,2,2,540.5,16.59,Returned
SO-2024-00875,4,RENW-1100,1,1,733.58,20.95,Despatched in full
SO-2024-00876,1,TOOL-1067,5,5,12.45,0.4,Despatched in full
SO-2024-00876,2,PIPE-1044,18,18,18.78,13.26,Despatched in full
SO-2024-00876,3,HEAT-1016,2,2,588.56,15.8,Despatched in full
SO-2024-00876,4,TOOL-1110,8,8,33.76,2.82,Despatched in full
SO-2024-00877,1,PIPE-1025,62,62,2.86,18.82,Despatched in full
SO-2024-00877,2,HEAT-1142,2,2,607.48,9.87,Returned
SO-2024-00877,3,ELEC-1025,17,17,40.5,9.98,Despatched in full
SO-2024-00877,4,VENT-1080,2,2,101.54,15.38,Despatched in full
SO-2024-00878,1,ELEC-1134,13,13,87.88,22.23,Despatched in full
SO-2024-00878,2,VENT-1002,2,2,66.69,26.47,Despatched in full
SO-2024-00879,1,VALV-1152,2,2,12.06,5.17,Despatched in full
SO-2024-00880,1,HEAT-1016,1,1,592.05,15.3,Despatched in full
SO-2024-00880,2,PIPE-1150,31,31,0.53,9.31,Despatched in full
SO-2024-00880,3,RENW-1100,1,1,819.05,11.74,Despatched in full
SO-2024-00880,4,HEAT-1064,1,1,354.19,12.33,Despatched in full
SO-2024-00881,1,VALV-1091,3,3,88.6,5.8,Despatched in full
SO-2024-00881,2,ELEC-1184,15,15,102.72,29.16,Despatched in full
SO-2024-00881,3,PIPE-1004,36,36,2.14,21.13,Despatched in full
SO-2024-00881,4,ELEC-1117,7,7,3.73,25.31,Despatched in full
SO-2024-00881,5,DRAIN-1047,15,15,245.04,14.32,Despatched in full
SO-2024-00882,1,PIPE-1109,36,36,4.06,28.33,Despatched in full
SO-2024-00882,2,PIPE-1201,132,132,15.87,20.87,Despatched in full
SO-2024-00882,3,VALV-1091,3,3,69.84,25.75,Despatched in full
SO-2024-00883,1,VALV-1192,10,0,53.35,1.67,Not available
SO-2024-00883,2,PIPE-1017,40,0,0.96,0.0,Not available
SO-2024-00884,1,ELEC-1134,16,0,104.49,7.53,Cancelled
SO-2024-00884,2,HEAT-1124,2,2,904.63,6.45,Despatched in full
SO-2024-00884,3,HEAT-1200,1,1,1223.69,8.2,Despatched in full
SO-2024-00885,1,PIPE-1017,42,42,0.95,0.57,Despatched in full
SO-2024-00885,2,DRAIN-1161,4,4,11.17,0.0,Despatched in full
SO-2024-00885,3,TOOL-1071,37,37,5.42,1.66,Despatched in full
SO-2024-00886,1,HEAT-1016,1,1,595.2,14.85,Despatched in full
SO-2024-00887,1,DRAIN-1095,8,0,112.81,32.04,Not available
SO-2024-00887,2,HEAT-1203,2,2,663.02,25.92,Despatched in full
SO-2024-00887,3,ELEC-1008,144,22,4.72,29.98,Short shipped
SO-2024-00887,4,VALV-1121,4,4,85.83,27.87,Despatched in full
SO-2024-00887,5,DRAIN-1158,9,9,90.74,25.01,Despatched in full
SO-2024-00887,6,RENW-1000,2,2,1756.42,30.19,Despatched in full
SO-2024-00888,1,DRAIN-1158,7,7,98.68,18.45,Despatched in full
SO-2024-00888,2,ELEC-1049,15,15,37.18,22.86,Despatched in full
SO-2024-00888,3,VALV-1091,3,3,89.23,5.14,Despatched in full
SO-2024-00889,1,HEAT-1082,3,3,206.76,32.21,Despatched in full
SO-2024-00889,2,PIPE-1201,44,44,15.1,24.67,Despatched in full
SO-2024-00889,3,PIPE-1064,77,77,9.51,30.84,Despatched in full
SO-2024-00889,4,VENT-1019,2,2,54.14,34.95,Despatched in full
SO-2024-00889,5,DRAIN-1047,5,5,190.33,33.45,Despatched in full
SO-2024-00890,1,TOOL-1128,43,43,2.5,38.94,Despatched in full
SO-2024-00890,2,TOOL-1031,15,15,14.58,36.9,Despatched in full
SO-2024-00890,3,ELEC-1184,25,25,93.21,35.72,Despatched in full
SO-2024-00890,4,DRAIN-1179,6,6,112.25,27.11,Despatched in full
SO-2024-00890,5,RENW-1087,1,1,896.04,33.92,Despatched in full
SO-2024-00890,6,ELEC-1214,7,7,1.61,19.81,Despatched in full
SO-2024-00891,1,PIPE-1201,49,49,13.22,34.04,Despatched in full
SO-2024-00891,2,ELEC-1204,35,35,18.38,27.08,Despatched in full
SO-2024-00891,3,DRAIN-1106,8,8,9.03,40.84,Despatched in full
SO-2024-00891,4,TOOL-1128,35,35,2.69,34.29,Despatched in full
SO-2024-00892,1,HEAT-1016,3,0,658.18,5.84,Cancelled
SO-2024-00892,2,PIPE-1165,115,115,18.03,17.73,Despatched in full
SO-2024-00893,1,ELEC-1214,43,43,1.17,42.0,Despatched in full
SO-2024-00893,2,RENW-1031,1,1,2145.03,28.26,Despatched in full
SO-2024-00893,3,DRAIN-1056,5,5,29.88,16.57,Despatched in full
SO-2024-00894,1,TOOL-1077,5,5,3.42,13.82,Despatched in full
SO-2024-00894,2,HEAT-1192,1,1,323.6,9.86,Despatched in full
SO-2024-00895,1,DRAIN-1158,8,8,104.07,13.99,Despatched in full
SO-2024-00895,2,DRAIN-1122,9,9,53.51,10.35,Despatched in full
SO-2024-00895,3,ELEC-1131,20,20,22.74,14.08,Despatched in full
SO-2024-00895,4,VENT-1084,1,1,49.15,15.98,Despatched in full
SO-2024-00896,1,PIPE-1150,45,45,0.53,8.81,Despatched in full
SO-2024-00896,2,VENT-1199,4,4,70.95,25.67,Despatched in full
SO-2024-00896,3,ELEC-1008,44,44,6.29,6.67,Despatched in full
SO-2024-00896,4,DRAIN-1179,11,11,127.96,16.91,Despatched in full
SO-2024-00896,5,TOOL-1077,18,18,3.75,5.65,Despatched in full
SO-2024-00896,6,PIPE-1017,153,153,0.88,8.37,Despatched in full
SO-2024-00896,7,DRAIN-1214,5,5,48.3,10.64,Despatched in full
SO-2024-00897,1,TOOL-1201,11,11,19.52,0.0,Despatched in full
SO-2024-00898,1,PIPE-1168,20,0,1.16,19.01,Not available
SO-2024-00898,2,HEAT-1130,1,1,827.4,19.67,Despatched in full
SO-2024-00899,1,HEAT-1064,1,1,399.92,1.01,Despatched in full
SO-2024-00899,2,HEAT-1200,1,1,1087.46,18.42,Despatched in full
SO-2024-00899,3,HEAT-1142,2,0,627.63,6.88,Not available
SO-2024-00900,1,ELEC-1049,67,67,42.48,11.87,Despatched in full
SO-2024-00900,2,PIPE-1025,57,57,2.96,16.05,Despatched in full
SO-2024-00900,3,ELEC-1088,9,9,16.38,17.85,Despatched in full
SO-2024-00901,1,VALV-1007,8,8,15.91,15.17,Despatched in full
SO-2024-00902,1,ELEC-1008,14,14,5.61,16.81,Despatched in full
SO-2024-00902,2,PIPE-1201,21,21,15.6,22.19,Despatched in full
SO-2024-00903,1,VALV-1007,2,2,16.92,9.82,Despatched in full
SO-2024-00903,2,RENW-1000,2,2,2305.41,8.37,Despatched in full
SO-2024-00903,3,PIPE-1201,50,50,15.24,23.99,Despatched in full
SO-2024-00904,1,VALV-1007,5,5,17.14,8.66,Despatched in full
SO-2024-00904,2,DRAIN-1161,12,12,9.21,17.59,Despatched in full
SO-2024-00904,3,PIPE-1061,66,66,2.39,22.18,Despatched in full
SO-2024-00904,4,TOOL-1007,17,17,2.98,0.69,Despatched in full
SO-2024-00905,1,RENW-1035,2,2,1285.75,28.45,Despatched in full
SO-2024-00905,2,RENW-1053,1,0,2620.69,21.98,Not available
SO-2024-00905,3,VENT-1214,1,0,207.2,14.38,Not available
SO-2024-00905,4,VALV-1140,4,4,23.19,15.37,Despatched in full
SO-2024-00906,1,RENW-1180,2,2,2741.0,0.0,Despatched in full
SO-2024-00906,2,ELEC-1117,19,19,4.71,5.57,Despatched in full
SO-2024-00907,1,HEAT-1064,1,0,329.22,18.51,Not available
SO-2024-00908,1,TOOL-1182,7,0,3.74,7.33,Not available
SO-2024-00909,1,RENW-1100,1,1,864.52,6.84,Despatched in full
SO-2024-00909,2,DRAIN-1098,8,8,47.06,18.08,Despatched in full
SO-2024-00909,3,PIPE-1029,52,52,6.5,9.91,Despatched in full
SO-2024-00909,4,VALV-1192,10,10,50.59,6.76,Despatched in full
SO-2024-00909,5,VALV-1091,3,3,80.62,14.29,Despatched in full
SO-2024-00909,6,HEAT-1211,2,2,495.5,11.99,Despatched in full
SO-2024-00909,7,ELEC-1131,5,5,23.63,10.72,Despatched in full
SO-2024-00910,1,RENW-1022,1,1,1497.29,11.14,Despatched in full
SO-2024-00910,2,HEAT-1161,4,4,908.04,22.19,Despatched in full
SO-2024-00910,3,ELEC-1131,25,25,22.75,14.06,Despatched in full
SO-2024-00911,1,RENW-1100,1,1,829.72,10.59,Despatched in full
SO-2024-00911,2,PIPE-1150,63,63,0.51,12.37,Despatched in full
SO-2024-00911,3,RENW-1212,2,2,2230.95,12.34,Despatched in full
SO-2024-00911,4,RENW-1087,1,1,1136.87,16.16,Despatched in full
SO-2024-00912,1,PIPE-1101,47,47,2.69,6.33,Despatched in full
SO-2024-00913,1,ELEC-1046,26,26,58.79,15.99,Despatched in full
SO-2024-00913,2,VALV-1215,5,5,30.83,7.4,Despatched in full
SO-2024-00913,3,ELEC-1094,15,15,4.04,11.69,Despatched in full
SO-2024-00914,1,HEAT-1130,1,1,698.44,32.19,Despatched in full
SO-2024-00914,2,HEAT-1016,2,2,523.06,25.17,Despatched in full
SO-2024-00914,3,VALV-1110,13,13,12.79,24.03,Despatched in full
SO-2024-00915,1,HEAT-1203,2,2,762.45,14.81,Despatched in full
SO-2024-00916,1,RENW-1035,1,0,1619.46,9.88,Not available
SO-2024-00916,2,RENW-1134,1,1,783.23,13.36,Despatched in full
SO-2024-00916,3,ELEC-1067,22,22,6.59,10.35,Despatched in full
SO-2024-00916,4,ELEC-1217,7,7,116.45,20.24,Despatched in full
SO-2024-00916,5,VENT-1149,1,1,68.72,8.3,Despatched in full
SO-2024-00916,6,VALV-1056,3,3,32.61,12.33,Despatched in full
SO-2024-00917,1,ELEC-1008,25,25,6.0,10.96,Despatched in full
SO-2024-00917,2,ELEC-1176,27,27,17.38,14.29,Despatched in full
SO-2024-00917,3,TOOL-1018,12,12,1.41,24.37,Despatched in full
SO-2024-00917,4,PIPE-1168,64,0,1.23,14.05,Not available
SO-2024-00918,1,TOOL-1128,8,8,3.83,6.42,Returned
SO-2024-00918,2,HEAT-1142,1,1,614.35,8.85,Despatched in full
SO-2024-00919,1,VENT-1084,1,1,51.85,11.36,Despatched in full
SO-2024-00919,2,VALV-1037,4,4,39.43,13.53,Despatched in full
SO-2024-00919,3,ELEC-1217,42,42,128.49,11.99,Despatched in full
SO-2024-00919,4,VENT-1019,2,2,66.46,20.15,Despatched in full
SO-2024-00919,5,VALV-1192,3,3,45.15,16.79,Despatched in full
SO-2024-00920,1,VENT-1105,1,1,217.67,12.23,Despatched in full
SO-2024-00920,2,ELEC-1036,5,5,3.1,4.86,Despatched in full
SO-2024-00920,3,HEAT-1089,1,1,591.16,17.32,Despatched in full
SO-2024-00920,4,HEAT-1130,1,1,913.1,11.35,Despatched in full
SO-2024-00921,1,TOOL-1182,19,0,2.76,31.68,Not available
SO-2024-00921,2,TOOL-1067,10,10,9.76,21.92,Despatched in full
SO-2024-00921,3,VALV-1172,7,0,70.29,33.69,Not available
SO-2024-00921,4,ELEC-1217,72,68,97.38,33.3,Short shipped
SO-2024-00921,5,TOOL-1201,20,20,12.51,35.9,Despatched in full
SO-2024-00921,6,VALV-1130,9,9,20.12,29.7,Despatched in full
SO-2024-00922,1,ELEC-1107,34,34,3.03,9.19,Despatched in full
SO-2024-00922,2,TOOL-1071,14,14,5.36,2.73,Despatched in full
SO-2024-00923,1,RENW-1145,1,1,2918.32,11.86,Despatched in full
SO-2024-00923,2,VALV-1042,9,0,14.87,15.25,Not available
SO-2024-00923,3,RENW-1081,1,1,2283.58,15.14,Despatched in full
SO-2024-00924,1,RENW-1100,1,1,797.71,14.04,Despatched in full
SO-2024-00924,2,DRAIN-1179,5,5,128.47,16.58,Despatched in full
SO-2024-00924,3,ELEC-1119,16,16,81.34,17.65,Despatched in full
SO-2024-00925,1,DRAIN-1016,7,0,95.53,18.35,Cancelled
SO-2024-00925,2,PIPE-1142,43,43,0.67,0.0,Despatched in full
SO-2024-00925,3,DRAIN-1179,7,7,147.25,4.38,Despatched in full
SO-2024-00926,1,ELEC-1088,61,61,18.32,8.11,Despatched in full
SO-2024-00926,2,ELEC-1008,17,17,5.77,14.32,Despatched in full
SO-2024-00926,3,TOOL-1205,19,19,1.9,23.14,Despatched in full
SO-2024-00926,4,RENW-1100,1,1,752.33,18.93,Despatched in full
SO-2024-00926,5,TOOL-1214,8,8,14.27,14.77,Despatched in full
SO-2024-00926,6,RENW-1010,1,1,3195.65,14.76,Despatched in full
SO-2024-00927,1,DRAIN-1145,7,7,18.17,18.47,Despatched in full
SO-2024-00927,2,DRAIN-1095,11,0,146.15,11.96,Not available
SO-2024-00927,3,VALV-1175,4,4,48.69,16.89,Despatched in full
SO-2024-00928,1,PIPE-1201,58,58,20.05,0.0,Despatched in full
SO-2024-00928,2,ELEC-1134,13,13,109.79,2.84,Despatched in full
SO-2024-00928,3,ELEC-1214,9,9,1.97,2.17,Despatched in full
SO-2024-00929,1,TOOL-1021,9,9,2.09,28.82,Despatched in full
SO-2024-00929,2,TOOL-1051,26,26,1.4,15.66,Despatched in full
SO-2024-00930,1,VALV-1152,17,1,12.72,0.0,Short shipped
SO-2024-00930,2,DRAIN-1145,7,7,21.16,5.07,Despatched in full
SO-2024-00930,3,VALV-1091,4,4,90.02,4.3,Despatched in full
SO-2024-00931,1,TOOL-1137,26,0,27.43,18.98,Cancelled
SO-2024-00931,2,ELEC-1217,21,21,123.5,15.41,Despatched in full
SO-2024-00931,3,PIPE-1142,23,23,0.57,14.62,Despatched in full
SO-2024-00932,1,TOOL-1018,11,11,1.81,3.05,Despatched in full
SO-2024-00933,1,VALV-1091,11,11,63.24,32.77,Despatched in full
SO-2024-00933,2,RENW-1100,1,1,609.42,34.33,Despatched in full
SO-2024-00933,3,DRAIN-1106,25,25,11.13,27.11,Despatched in full
SO-2024-00933,4,RENW-1000,1,1,1656.53,34.16,Despatched in full
SO-2024-00934,1,DRAIN-1106,5,5,14.16,7.26,Despatched in full
SO-2024-00934,2,DRAIN-1037,15,8,30.37,16.73,Short shipped
SO-2024-00934,3,HEAT-1016,1,1,555.91,20.47,Despatched in full
SO-2024-00935,1,PIPE-1025,67,67,2.88,18.23,Despatched in full
SO-2024-00935,2,ELEC-1162,14,14,29.05,16.11,Despatched in full
SO-2024-00935,3,TOOL-1128,16,16,3.71,9.37,Despatched in full
SO-2024-00936,1,TOOL-1092,31,31,38.37,22.02,Despatched in full
SO-2024-00936,2,RENW-1095,1,1,2436.5,22.7,Despatched in full
SO-2024-00936,3,PIPE-1168,49,0,1.19,16.93,Not available
SO-2024-00936,4,HEAT-1130,1,1,845.63,17.9,Despatched in full
SO-2024-00936,5,HEAT-1082,1,1,205.81,32.52,Despatched in full
SO-2024-00936,6,PIPE-1094,45,45,11.76,24.82,Despatched in full
SO-2024-00937,1,VALV-1056,6,6,32.87,11.64,Despatched in full
SO-2024-00937,2,DRAIN-1179,4,4,148.16,3.79,Despatched in full
SO-2024-00937,3,VALV-1065,2,2,99.14,18.74,Despatched in full
SO-2024-00937,4,TOOL-1128,4,4,3.83,6.4,Despatched in full
SO-2024-00937,5,ELEC-1134,18,18,103.93,8.03,Despatched in full
SO-2024-00938,1,RENW-1061,1,1,1698.13,30.49,Despatched in full
SO-2024-00938,2,DRAIN-1199,9,9,5.61,30.78,Despatched in full
SO-2024-00938,3,RENW-1180,9,2,1946.66,28.98,Short shipped
SO-2024-00938,4,PIPE-1168,70,0,0.89,37.43,Not available
SO-2024-00938,5,TOOL-1128,63,63,3.01,26.49,Despatched in full
SO-2024-00939,1,DRAIN-1106,11,11,13.7,10.25,Despatched in full
SO-2024-00939,2,HEAT-1016,1,1,550.11,21.3,Despatched in full
SO-2024-00939,3,TOOL-1128,15,15,4.09,0.0,Despatched in full
SO-2024-00939,4,ELEC-1046,9,9,64.56,7.74,Despatched in full
SO-2024-00939,5,DRAIN-1145,4,4,20.17,9.5,Despatched in full
SO-2024-00940,1,VENT-1053,7,7,42.49,15.33,Despatched in full
SO-2024-00941,1,TOOL-1071,6,6,4.68,15.15,Despatched in full
SO-2024-00941,2,ELEC-1204,13,13,22.15,12.1,Despatched in full
SO-2024-00941,3,HEAT-1200,2,2,1168.77,12.32,Despatched in full
